bienestar_id,Student_ID,Burnout_Risk_Level,Burnout_Encoded,Perceived_AI_Dependency,Dependencia_Alta,Anxiety_Level_During_Exams
129805,129805,Low,0,5,0,8
129806,129806,Medium,1,2,0,1
129807,129807,Medium,1,6,0,4
129808,129808,High,2,6,0,8
129809,129809,Medium,1,5,0,1
129810,129810,Medium,1,3,0,4
129811,129811,Low,0,4,0,2
129812,129812,Low,0,4,0,5
129813,129813,Low,0,5,0,6
129814,129814,High,2,2,0,5
129815,129815,Medium,1,2,0,5
129816,129816,High,2,5,0,6
129817,129817,Medium,1,4,0,6
129818,129818,High,2,5,0,2
129819,129819,Medium,1,5,0,5
129820,129820,Medium,1,5,0,6
129821,129821,Medium,1,3,0,3
129822,129822,High,2,5,0,5
129823,129823,Medium,1,4,0,3
129824,129824,Low,0,5,0,5
129825,129825,Medium,1,1,0,3
129826,129826,Medium,1,3,0,5
129827,129827,Low,0,1,0,3
129828,129828,High,2,5,0,10
129829,129829,Low,0,3,0,6
129830,129830,High,2,4,0,2
129831,129831,Medium,1,4,0,8
129832,129832,High,2,7,1,5
129833,129833,High,2,6,0,9
129834,129834,Medium,1,5,0,5
129835,129835,Low,0,1,0,6
129836,129836,Medium,1,1,0,3
129837,129837,Medium,1,2,0,4
129838,129838,High,2,8,1,4
129839,129839,High,2,5,0,7
129840,129840,Medium,1,1,0,2
129841,129841,High,2,7,1,5
129842,129842,High,2,4,0,7
129843,129843,High,2,5,0,2
129844,129844,High,2,3,0,6
129845,129845,Medium,1,4,0,5
129846,129846,High,2,3,0,2
129847,129847,High,2,4,0,2
129848,129848,High,2,8,1,4
129849,129849,High,2,1,0,2
129850,129850,Medium,1,3,0,4
129851,129851,Low,0,6,0,4
129852,129852,High,2,4,0,3
129853,129853,High,2,7,1,3
129854,129854,Medium,1,2,0,1
129855,129855,Medium,1,7,1,5
129856,129856,High,2,4,0,7
129857,129857,Low,0,2,0,4
129858,129858,High,2,4,0,9
129859,129859,Low,0,2,0,4
129860,129860,High,2,5,0,1
129861,129861,High,2,3,0,6
129862,129862,Medium,1,2,0,8
129863,129863,Medium,1,2,0,4
129864,129864,Low,0,2,0,3
129865,129865,Medium,1,2,0,4
129866,129866,High,2,6,0,8
129867,129867,Medium,1,1,0,3
129868,129868,Medium,1,5,0,6
129869,129869,Medium,1,3,0,3
129870,129870,High,2,5,0,6
129871,129871,Medium,1,6,0,5
129872,129872,Low,0,5,0,6
129873,129873,Low,0,3,0,6
129874,129874,Medium,1,1,0,7
129875,129875,High,2,3,0,5
129876,129876,Medium,1,8,1,5
129877,129877,Low,0,1,0,4
129878,129878,High,2,4,0,6
129879,129879,Medium,1,4,0,1
129880,129880,High,2,7,1,9
129881,129881,Medium,1,2,0,5
129882,129882,Medium,1,2,0,4
129883,129883,High,2,6,0,8
129884,129884,High,2,8,1,10
129885,129885,High,2,4,0,5
129886,129886,Medium,1,3,0,3
129887,129887,High,2,2,0,5
129888,129888,Low,0,4,0,4
129889,129889,High,2,3,0,9
129890,129890,High,2,5,0,4
129891,129891,High,2,4,0,4
129892,129892,Low,0,6,0,3
129893,129893,Low,0,2,0,5
129894,129894,Medium,1,5,0,5
129895,129895,Medium,1,2,0,3
129896,129896,Medium,1,4,0,4
129897,129897,Medium,1,2,0,4
129898,129898,High,2,8,1,8
129899,129899,Low,0,4,0,4
129900,129900,High,2,8,1,10
129901,129901,High,2,4,0,9
129902,129902,High,2,1,0,5
129903,129903,High,2,6,0,6
129904,129904,Medium,1,5,0,5
129905,129905,Low,0,1,0,3
129906,129906,Medium,1,3,0,2
129907,129907,Medium,1,4,0,8
129908,129908,Medium,1,1,0,6
129909,129909,Medium,1,3,0,3
129910,129910,High,2,4,0,5
129911,129911,Low,0,1,0,4
129912,129912,Low,0,1,0,4
129913,129913,Medium,1,1,0,4
129914,129914,Medium,1,5,0,5
129915,129915,High,2,7,1,4
129916,129916,Low,0,3,0,4
129917,129917,Low,0,1,0,6
129918,129918,Medium,1,5,0,6
129919,129919,Low,0,2,0,2
129920,129920,Medium,1,4,0,4
129921,129921,Low,0,2,0,1
129922,129922,High,2,2,0,3
129923,129923,Low,0,3,0,5
129924,129924,Medium,1,6,0,1
129925,129925,Medium,1,4,0,6
129926,129926,Low,0,3,0,3
129927,129927,High,2,4,0,6
129928,129928,Low,0,2,0,1
129929,129929,Medium,1,5,0,7
129930,129930,Low,0,5,0,8
129931,129931,Low,0,1,0,2
129932,129932,Low,0,5,0,6
129933,129933,High,2,4,0,6
129934,129934,High,2,1,0,4
129935,129935,Low,0,5,0,2
129936,129936,Low,0,3,0,4
129937,129937,Medium,1,6,0,6
129938,129938,High,2,4,0,8
129939,129939,Low,0,1,0,4
129940,129940,Medium,1,1,0,2
129941,129941,High,2,4,0,4
129942,129942,High,2,9,1,6
129943,129943,Medium,1,4,0,6
129944,129944,High,2,2,0,4
129945,129945,Low,0,3,0,3
129946,129946,Medium,1,1,0,2
129947,129947,Medium,1,2,0,2
129948,129948,Low,0,4,0,3
129949,129949,Medium,1,6,0,6
129950,129950,Low,0,2,0,4
129951,129951,Low,0,3,0,5
129952,129952,Low,0,6,0,7
129953,129953,Low,0,4,0,3
129954,129954,Medium,1,5,0,4
129955,129955,Medium,1,5,0,7
129956,129956,High,2,5,0,5
129957,129957,Low,0,4,0,8
129958,129958,Low,0,1,0,3
129959,129959,Medium,1,4,0,1
129960,129960,Low,0,2,0,5
129961,129961,Low,0,1,0,1
129962,129962,High,2,1,0,3
129963,129963,High,2,8,1,9
129964,129964,Medium,1,2,0,4
129965,129965,Low,0,4,0,1
129966,129966,Low,0,2,0,4
129967,129967,Low,0,3,0,3
129968,129968,Medium,1,5,0,2
129969,129969,High,2,3,0,9
129970,129970,Low,0,4,0,2
129971,129971,Medium,1,6,0,5
129972,129972,High,2,2,0,5
129973,129973,High,2,4,0,3
129974,129974,High,2,4,0,7
129975,129975,Low,0,4,0,3
129976,129976,Low,0,5,0,4
129977,129977,Medium,1,1,0,1
129978,129978,High,2,5,0,3
129979,129979,Medium,1,2,0,4
129980,129980,Low,0,1,0,1
129981,129981,Medium,1,2,0,3
129982,129982,Medium,1,4,0,4
129983,129983,Low,0,2,0,1
129984,129984,Low,0,3,0,1
129985,129985,Medium,1,4,0,5
129986,129986,Low,0,2,0,5
129987,129987,Low,0,2,0,4
129988,129988,High,2,1,0,1
129989,129989,Low,0,1,0,3
129990,129990,Medium,1,6,0,3
129991,129991,High,2,3,0,7
129992,129992,Low,0,4,0,7
129993,129993,Medium,1,1,0,4
129994,129994,Medium,1,1,0,3
129995,129995,Medium,1,1,0,3
129996,129996,Low,0,4,0,3
129997,129997,Low,0,4,0,6
129998,129998,High,2,4,0,5
129999,129999,Medium,1,4,0,1
130000,130000,High,2,4,0,5
130001,130001,Low,0,6,0,5
130002,130002,High,2,2,0,2
130003,130003,Medium,1,3,0,4
130004,130004,Low,0,3,0,3
130005,130005,Medium,1,7,1,4
130006,130006,Medium,1,6,0,2
130007,130007,Low,0,1,0,2
130008,130008,Medium,1,2,0,3
130009,130009,High,2,3,0,5
130010,130010,Medium,1,3,0,8
130011,130011,Low,0,1,0,3
130012,130012,Medium,1,3,0,4
130013,130013,Low,0,3,0,2
130014,130014,Medium,1,2,0,3
130015,130015,High,2,3,0,5
130016,130016,Medium,1,3,0,1
130017,130017,Low,0,6,0,2
130018,130018,High,2,1,0,4
130019,130019,Medium,1,2,0,3
130020,130020,High,2,8,1,7
130021,130021,Medium,1,1,0,4
130022,130022,Medium,1,1,0,2
130023,130023,Medium,1,6,0,6
130024,130024,Medium,1,1,0,7
130025,130025,Low,0,6,0,7
130026,130026,Low,0,1,0,2
130027,130027,Low,0,5,0,4
130028,130028,Medium,1,3,0,2
130029,130029,High,2,6,0,1
130030,130030,Low,0,1,0,6
130031,130031,Low,0,3,0,4
130032,130032,Low,0,5,0,3
130033,130033,Medium,1,4,0,3
130034,130034,Medium,1,3,0,6
130035,130035,Medium,1,4,0,4
130036,130036,Low,0,3,0,4
130037,130037,Medium,1,4,0,1
130038,130038,High,2,5,0,4
130039,130039,Medium,1,2,0,3
130040,130040,High,2,2,0,1
130041,130041,Low,0,2,0,3
130042,130042,Low,0,3,0,3
130043,130043,Medium,1,2,0,2
130044,130044,Low,0,1,0,3
130045,130045,Medium,1,5,0,3
130046,130046,Low,0,5,0,1
130047,130047,High,2,7,1,4
130048,130048,High,2,4,0,3
130049,130049,High,2,5,0,1
130050,130050,Medium,1,2,0,4
130051,130051,Low,0,3,0,5
130052,130052,Medium,1,2,0,5
130053,130053,Low,0,4,0,1
130054,130054,Low,0,3,0,1
130055,130055,Medium,1,1,0,4
130056,130056,Medium,1,5,0,3
130057,130057,High,2,3,0,6
130058,130058,Low,0,4,0,9
130059,130059,Medium,1,2,0,9
130060,130060,High,2,6,0,5
130061,130061,Medium,1,1,0,8
130062,130062,Low,0,1,0,1
130063,130063,Low,0,4,0,2
130064,130064,Medium,1,2,0,3
130065,130065,Medium,1,4,0,7
130066,130066,High,2,8,1,3
130067,130067,High,2,2,0,6
130068,130068,Medium,1,1,0,3
130069,130069,Low,0,6,0,4
130070,130070,Medium,1,3,0,5
130071,130071,Low,0,2,0,3
130072,130072,Medium,1,4,0,1
130073,130073,Medium,1,3,0,5
130074,130074,Medium,1,5,0,5
130075,130075,Medium,1,1,0,2
130076,130076,Low,0,3,0,3
130077,130077,Medium,1,4,0,5
130078,130078,High,2,4,0,6
130079,130079,High,2,5,0,6
130080,130080,Medium,1,2,0,2
130081,130081,Medium,1,4,0,4
130082,130082,Low,0,2,0,6
130083,130083,Medium,1,3,0,3
130084,130084,Low,0,2,0,3
130085,130085,Medium,1,5,0,4
130086,130086,High,2,6,0,9
130087,130087,Low,0,2,0,1
130088,130088,Low,0,1,0,5
130089,130089,Low,0,4,0,7
130090,130090,Medium,1,5,0,6
130091,130091,Medium,1,4,0,7
130092,130092,Medium,1,3,0,2
130093,130093,High,2,3,0,4
130094,130094,Low,0,2,0,1
130095,130095,High,2,1,0,6
130096,130096,Medium,1,6,0,7
130097,130097,Low,0,3,0,5
130098,130098,Medium,1,5,0,6
130099,130099,Low,0,1,0,3
130100,130100,Medium,1,6,0,5
130101,130101,Low,0,2,0,5
130102,130102,High,2,5,0,4
130103,130103,Medium,1,2,0,2
130104,130104,Low,0,4,0,5
130105,130105,High,2,7,1,3
130106,130106,Medium,1,4,0,4
130107,130107,High,2,4,0,1
130108,130108,Low,0,2,0,1
130109,130109,High,2,6,0,8
130110,130110,Medium,1,1,0,3
130111,130111,High,2,7,1,7
130112,130112,Medium,1,2,0,4
130113,130113,Low,0,5,0,6
130114,130114,High,2,7,1,1
130115,130115,Medium,1,3,0,4
130116,130116,Low,0,3,0,3
130117,130117,High,2,8,1,7
130118,130118,High,2,4,0,3
130119,130119,Medium,1,4,0,2
130120,130120,Low,0,4,0,8
130121,130121,Medium,1,4,0,3
130122,130122,Medium,1,6,0,7
130123,130123,Medium,1,3,0,2
130124,130124,Medium,1,1,0,5
130125,130125,High,2,9,1,4
130126,130126,Low,0,4,0,4
130127,130127,Medium,1,4,0,2
130128,130128,Low,0,4,0,3
130129,130129,High,2,6,0,6
130130,130130,Low,0,5,0,4
130131,130131,Medium,1,5,0,8
130132,130132,Medium,1,2,0,5
130133,130133,Low,0,2,0,4
130134,130134,Low,0,1,0,4
130135,130135,Medium,1,5,0,9
130136,130136,Medium,1,4,0,1
130137,130137,Low,0,3,0,2
130138,130138,High,2,3,0,6
130139,130139,Low,0,4,0,1
130140,130140,Low,0,2,0,4
130141,130141,Medium,1,2,0,6
130142,130142,Medium,1,3,0,7
130143,130143,Medium,1,4,0,4
130144,130144,Low,0,3,0,3
130145,130145,Medium,1,5,0,5
130146,130146,High,2,7,1,5
130147,130147,Medium,1,4,0,3
130148,130148,Low,0,3,0,6
130149,130149,Low,0,3,0,4
130150,130150,Low,0,2,0,6
130151,130151,High,2,6,0,1
130152,130152,Low,0,5,0,4
130153,130153,High,2,6,0,7
130154,130154,High,2,4,0,3
130155,130155,Medium,1,5,0,4
130156,130156,Low,0,4,0,8
130157,130157,Medium,1,3,0,1
130158,130158,Low,0,5,0,4
130159,130159,Medium,1,3,0,6
130160,130160,Medium,1,2,0,6
130161,130161,Medium,1,3,0,6
130162,130162,Medium,1,3,0,3
130163,130163,Medium,1,3,0,7
130164,130164,Medium,1,3,0,5
130165,130165,Medium,1,3,0,4
130166,130166,High,2,2,0,5
130167,130167,High,2,1,0,4
130168,130168,High,2,4,0,7
130169,130169,Medium,1,2,0,4
130170,130170,Medium,1,1,0,4
130171,130171,Medium,1,3,0,4
130172,130172,Medium,1,3,0,2
130173,130173,High,2,6,0,8
130174,130174,Medium,1,3,0,3
130175,130175,High,2,3,0,6
130176,130176,Medium,1,2,0,2
130177,130177,Medium,1,3,0,6
130178,130178,Low,0,3,0,3
130179,130179,Low,0,3,0,5
130180,130180,Low,0,4,0,9
130181,130181,High,2,5,0,4
130182,130182,Low,0,5,0,7
130183,130183,High,2,2,0,7
130184,130184,High,2,10,1,10
130185,130185,Medium,1,2,0,2
130186,130186,Medium,1,1,0,2
130187,130187,High,2,6,0,6
130188,130188,Low,0,5,0,2
130189,130189,Low,0,3,0,8
130190,130190,Low,0,3,0,3
130191,130191,Medium,1,3,0,2
130192,130192,Medium,1,6,0,9
130193,130193,Medium,1,5,0,3
130194,130194,Medium,1,4,0,2
130195,130195,High,2,4,0,3
130196,130196,Low,0,4,0,2
130197,130197,Medium,1,5,0,1
130198,130198,Low,0,4,0,6
130199,130199,Low,0,4,0,2
130200,130200,Medium,1,2,0,1
130201,130201,Medium,1,3,0,4
130202,130202,Medium,1,2,0,4
130203,130203,Low,0,4,0,2
130204,130204,Medium,1,1,0,2
130205,130205,Medium,1,2,0,5
130206,130206,Medium,1,8,1,7
130207,130207,High,2,7,1,4
130208,130208,High,2,1,0,4
130209,130209,Medium,1,3,0,6
130210,130210,Medium,1,2,0,5
130211,130211,Medium,1,2,0,6
130212,130212,Medium,1,1,0,3
130213,130213,Low,0,6,0,6
130214,130214,Medium,1,3,0,6
130215,130215,High,2,3,0,1
130216,130216,Medium,1,2,0,3
130217,130217,High,2,9,1,5
130218,130218,Low,0,1,0,4
130219,130219,Medium,1,3,0,9
130220,130220,Medium,1,3,0,5
130221,130221,Medium,1,2,0,3
130222,130222,Low,0,3,0,4
130223,130223,Medium,1,4,0,1
130224,130224,Low,0,3,0,5
130225,130225,High,2,2,0,6
130226,130226,Low,0,4,0,5
130227,130227,Medium,1,2,0,3
130228,130228,High,2,8,1,10
130229,130229,Medium,1,3,0,6
130230,130230,Low,0,1,0,3
130231,130231,Medium,1,5,0,6
130232,130232,Medium,1,2,0,7
130233,130233,Medium,1,3,0,6
130234,130234,Medium,1,7,1,2
130235,130235,Medium,1,8,1,8
130236,130236,Medium,1,6,0,3
130237,130237,Medium,1,3,0,1
130238,130238,Medium,1,4,0,2
130239,130239,Medium,1,6,0,4
130240,130240,Medium,1,1,0,2
130241,130241,Low,0,5,0,6
130242,130242,High,2,2,0,6
130243,130243,Medium,1,4,0,7
130244,130244,Low,0,1,0,6
130245,130245,Medium,1,2,0,1
130246,130246,High,2,9,1,6
130247,130247,High,2,6,0,6
130248,130248,High,2,5,0,3
130249,130249,High,2,7,1,2
130250,130250,High,2,6,0,9
130251,130251,Low,0,3,0,4
130252,130252,Medium,1,6,0,10
130253,130253,Medium,1,3,0,1
130254,130254,Medium,1,3,0,1
130255,130255,Medium,1,3,0,2
130256,130256,Low,0,3,0,7
130257,130257,Low,0,4,0,7
130258,130258,Low,0,6,0,5
130259,130259,Medium,1,5,0,1
130260,130260,Medium,1,1,0,5
130261,130261,Low,0,4,0,7
130262,130262,High,2,3,0,6
130263,130263,High,2,3,0,7
130264,130264,Low,0,2,0,4
130265,130265,Low,0,4,0,6
130266,130266,Medium,1,5,0,9
130267,130267,Medium,1,3,0,4
130268,130268,High,2,5,0,9
130269,130269,Low,0,3,0,4
130270,130270,High,2,6,0,6
130271,130271,Low,0,4,0,3
130272,130272,Low,0,2,0,5
130273,130273,Medium,1,4,0,4
130274,130274,Low,0,3,0,5
130275,130275,Medium,1,5,0,3
130276,130276,Low,0,5,0,3
130277,130277,Medium,1,2,0,3
130278,130278,Medium,1,3,0,5
130279,130279,Low,0,4,0,5
130280,130280,Low,0,5,0,4
130281,130281,Low,0,2,0,6
130282,130282,Medium,1,4,0,5
130283,130283,High,2,5,0,6
130284,130284,Medium,1,1,0,2
130285,130285,Medium,1,2,0,1
130286,130286,High,2,5,0,1
130287,130287,Low,0,1,0,5
130288,130288,Low,0,2,0,6
130289,130289,Low,0,2,0,6
130290,130290,High,2,2,0,4
130291,130291,Medium,1,2,0,8
130292,130292,Medium,1,3,0,3
130293,130293,Medium,1,3,0,4
130294,130294,Medium,1,4,0,4
130295,130295,Medium,1,5,0,6
130296,130296,Low,0,4,0,6
130297,130297,Low,0,4,0,7
130298,130298,Medium,1,5,0,6
130299,130299,Low,0,4,0,4
130300,130300,Low,0,1,0,1
130301,130301,Low,0,2,0,2
130302,130302,High,2,5,0,5
130303,130303,High,2,6,0,6
130304,130304,Medium,1,1,0,1
130305,130305,Low,0,2,0,6
130306,130306,Low,0,3,0,4
130307,130307,Medium,1,5,0,6
130308,130308,Low,0,5,0,1
130309,130309,Medium,1,3,0,6
130310,130310,Low,0,1,0,3
130311,130311,High,2,7,1,7
130312,130312,Low,0,3,0,3
130313,130313,Low,0,1,0,2
130314,130314,High,2,3,0,3
130315,130315,Medium,1,2,0,5
130316,130316,High,2,6,0,3
130317,130317,High,2,5,0,1
130318,130318,High,2,2,0,6
130319,130319,Medium,1,4,0,1
130320,130320,Low,0,2,0,8
130321,130321,Medium,1,3,0,6
130322,130322,High,2,3,0,3
130323,130323,High,2,4,0,4
130324,130324,Medium,1,4,0,1
130325,130325,Low,0,1,0,2
130326,130326,Low,0,4,0,1
130327,130327,Medium,1,4,0,6
130328,130328,Medium,1,4,0,2
130329,130329,High,2,6,0,5
130330,130330,Medium,1,3,0,4
130331,130331,Medium,1,3,0,1
130332,130332,High,2,5,0,1
130333,130333,Low,0,2,0,1
130334,130334,Medium,1,1,0,1
130335,130335,Medium,1,2,0,6
130336,130336,Low,0,1,0,4
130337,130337,Medium,1,4,0,4
130338,130338,Medium,1,4,0,6
130339,130339,Medium,1,3,0,5
130340,130340,High,2,5,0,6
130341,130341,Low,0,3,0,6
130342,130342,High,2,1,0,5
130343,130343,Medium,1,1,0,5
130344,130344,Low,0,1,0,4
130345,130345,Medium,1,5,0,9
130346,130346,Low,0,5,0,4
130347,130347,Medium,1,3,0,3
130348,130348,Low,0,3,0,4
130349,130349,High,2,6,0,4
130350,130350,Medium,1,5,0,3
130351,130351,High,2,7,1,8
130352,130352,Medium,1,3,0,2
130353,130353,Low,0,1,0,4
130354,130354,Low,0,3,0,5
130355,130355,High,2,6,0,5
130356,130356,Medium,1,4,0,2
130357,130357,Medium,1,3,0,7
130358,130358,Medium,1,4,0,4
130359,130359,Low,0,1,0,1
130360,130360,High,2,6,0,5
130361,130361,Low,0,2,0,6
130362,130362,Medium,1,3,0,5
130363,130363,High,2,5,0,6
130364,130364,Low,0,1,0,2
130365,130365,Medium,1,3,0,5
130366,130366,Low,0,4,0,4
130367,130367,High,2,7,1,10
130368,130368,High,2,9,1,8
130369,130369,High,2,6,0,5
130370,130370,Medium,1,5,0,9
130371,130371,Medium,1,4,0,4
130372,130372,Low,0,3,0,6
130373,130373,Low,0,3,0,4
130374,130374,Medium,1,3,0,4
130375,130375,Medium,1,8,1,6
130376,130376,Medium,1,4,0,2
130377,130377,High,2,1,0,7
130378,130378,Low,0,1,0,4
130379,130379,Low,0,2,0,6
130380,130380,High,2,8,1,10
130381,130381,Medium,1,6,0,4
130382,130382,High,2,6,0,5
130383,130383,Medium,1,4,0,5
130384,130384,High,2,4,0,5
130385,130385,Low,0,1,0,2
130386,130386,Medium,1,5,0,6
130387,130387,Medium,1,4,0,5
130388,130388,Medium,1,5,0,4
130389,130389,Medium,1,2,0,3
130390,130390,Low,0,4,0,6
130391,130391,Medium,1,2,0,5
130392,130392,High,2,4,0,7
130393,130393,Medium,1,5,0,7
130394,130394,Low,0,4,0,4
130395,130395,Medium,1,4,0,6
130396,130396,Low,0,3,0,5
130397,130397,Medium,1,2,0,3
130398,130398,High,2,1,0,6
130399,130399,Low,0,2,0,6
130400,130400,Medium,1,3,0,4
130401,130401,Medium,1,3,0,5
130402,130402,High,2,3,0,5
130403,130403,Low,0,1,0,4
130404,130404,High,2,2,0,1
130405,130405,Low,0,1,0,4
130406,130406,High,2,6,0,4
130407,130407,Medium,1,5,0,5
130408,130408,High,2,6,0,6
130409,130409,Medium,1,2,0,3
130410,130410,Medium,1,4,0,6
130411,130411,High,2,3,0,3
130412,130412,Low,0,2,0,2
130413,130413,Low,0,3,0,4
130414,130414,Medium,1,3,0,2
130415,130415,High,2,5,0,5
130416,130416,Medium,1,5,0,5
130417,130417,Medium,1,1,0,1
130418,130418,High,2,9,1,6
130419,130419,High,2,1,0,3
130420,130420,Medium,1,4,0,1
130421,130421,Medium,1,3,0,4
130422,130422,Medium,1,5,0,6
130423,130423,High,2,3,0,1
130424,130424,High,2,2,0,3
130425,130425,Low,0,5,0,4
130426,130426,Low,0,4,0,1
130427,130427,Low,0,3,0,4
130428,130428,High,2,6,0,8
130429,130429,Medium,1,4,0,1
130430,130430,Low,0,1,0,4
130431,130431,Low,0,1,0,3
130432,130432,High,2,5,0,1
130433,130433,Low,0,2,0,4
130434,130434,Medium,1,4,0,7
130435,130435,Medium,1,5,0,7
130436,130436,Low,0,3,0,1
130437,130437,Low,0,1,0,4
130438,130438,Medium,1,2,0,1
130439,130439,Low,0,3,0,6
130440,130440,Medium,1,2,0,4
130441,130441,Low,0,1,0,7
130442,130442,Medium,1,5,0,8
130443,130443,High,2,1,0,4
130444,130444,Low,0,3,0,4
130445,130445,High,2,3,0,5
130446,130446,Low,0,4,0,2
130447,130447,Low,0,2,0,1
130448,130448,Low,0,5,0,2
130449,130449,High,2,7,1,4
130450,130450,Medium,1,1,0,7
130451,130451,Medium,1,5,0,2
130452,130452,High,2,4,0,3
130453,130453,Medium,1,5,0,4
130454,130454,Low,0,3,0,9
130455,130455,Medium,1,5,0,7
130456,130456,Low,0,2,0,4
130457,130457,High,2,3,0,6
130458,130458,High,2,8,1,2
130459,130459,High,2,4,0,5
130460,130460,Medium,1,3,0,5
130461,130461,Medium,1,2,0,9
130462,130462,Medium,1,7,1,7
130463,130463,High,2,6,0,4
130464,130464,Low,0,4,0,8
130465,130465,Medium,1,1,0,4
130466,130466,High,2,1,0,6
130467,130467,Medium,1,1,0,2
130468,130468,Medium,1,3,0,2
130469,130469,Low,0,4,0,6
130470,130470,Medium,1,5,0,7
130471,130471,High,2,7,1,6
130472,130472,High,2,5,0,5
130473,130473,High,2,5,0,6
130474,130474,Medium,1,4,0,4
130475,130475,Medium,1,4,0,6
130476,130476,Medium,1,5,0,5
130477,130477,Medium,1,3,0,1
130478,130478,High,2,9,1,6
130479,130479,Medium,1,4,0,1
130480,130480,Medium,1,5,0,3
130481,130481,Medium,1,2,0,4
130482,130482,Medium,1,5,0,5
130483,130483,Low,0,3,0,3
130484,130484,Low,0,6,0,6
130485,130485,High,2,3,0,1
130486,130486,Low,0,1,0,2
130487,130487,Medium,1,3,0,7
130488,130488,High,2,2,0,5
130489,130489,Low,0,2,0,5
130490,130490,Low,0,5,0,5
130491,130491,High,2,2,0,2
130492,130492,High,2,8,1,7
130493,130493,Medium,1,2,0,5
130494,130494,Medium,1,3,0,5
130495,130495,High,2,6,0,4
130496,130496,High,2,2,0,4
130497,130497,Medium,1,5,0,8
130498,130498,Medium,1,7,1,5
130499,130499,Low,0,3,0,5
130500,130500,Low,0,2,0,3
130501,130501,Medium,1,1,0,7
130502,130502,Medium,1,3,0,5
130503,130503,High,2,9,1,9
130504,130504,Medium,1,2,0,4
130505,130505,Low,0,1,0,5
130506,130506,High,2,1,0,4
130507,130507,Medium,1,3,0,5
130508,130508,High,2,3,0,5
130509,130509,Medium,1,5,0,9
130510,130510,Medium,1,4,0,4
130511,130511,High,2,9,1,7
130512,130512,Medium,1,6,0,5
130513,130513,High,2,3,0,4
130514,130514,Medium,1,5,0,7
130515,130515,Low,0,5,0,3
130516,130516,High,2,2,0,5
130517,130517,High,2,3,0,6
130518,130518,Low,0,5,0,2
130519,130519,Medium,1,1,0,3
130520,130520,High,2,7,1,5
130521,130521,Medium,1,3,0,3
130522,130522,Low,0,1,0,3
130523,130523,Medium,1,3,0,2
130524,130524,Medium,1,1,0,5
130525,130525,Low,0,2,0,2
130526,130526,Low,0,4,0,1
130527,130527,High,2,3,0,6
130528,130528,Medium,1,4,0,3
130529,130529,Medium,1,3,0,2
130530,130530,High,2,6,0,4
130531,130531,Low,0,2,0,5
130532,130532,High,2,2,0,6
130533,130533,Medium,1,3,0,6
130534,130534,Low,0,3,0,3
130535,130535,Medium,1,2,0,5
130536,130536,Low,0,4,0,7
130537,130537,High,2,3,0,4
130538,130538,Low,0,3,0,2
130539,130539,Low,0,3,0,3
130540,130540,High,2,9,1,4
130541,130541,Medium,1,3,0,4
130542,130542,Low,0,2,0,2
130543,130543,Low,0,5,0,1
130544,130544,Medium,1,4,0,4
130545,130545,Low,0,1,0,4
130546,130546,High,2,5,0,9
130547,130547,High,2,6,0,6
130548,130548,Low,0,1,0,3
130549,130549,Low,0,3,0,3
130550,130550,Medium,1,2,0,4
130551,130551,Medium,1,2,0,2
130552,130552,High,2,5,0,4
130553,130553,Medium,1,6,0,5
130554,130554,Low,0,4,0,3
130555,130555,High,2,2,0,3
130556,130556,Medium,1,4,0,4
130557,130557,High,2,6,0,3
130558,130558,Medium,1,5,0,8
130559,130559,High,2,5,0,9
130560,130560,High,2,7,1,3
130561,130561,Medium,1,1,0,1
130562,130562,Low,0,1,0,2
130563,130563,Medium,1,5,0,5
130564,130564,Medium,1,5,0,6
130565,130565,High,2,4,0,10
130566,130566,Medium,1,4,0,2
130567,130567,Medium,1,5,0,7
130568,130568,High,2,3,0,3
130569,130569,Low,0,3,0,4
130570,130570,Medium,1,4,0,1
130571,130571,Low,0,1,0,1
130572,130572,Low,0,4,0,5
130573,130573,High,2,2,0,4
130574,130574,Medium,1,3,0,1
130575,130575,Medium,1,1,0,5
130576,130576,Low,0,5,0,4
130577,130577,High,2,4,0,6
130578,130578,Low,0,1,0,7
130579,130579,Low,0,4,0,4
130580,130580,Medium,1,5,0,1
130581,130581,High,2,3,0,3
130582,130582,High,2,5,0,4
130583,130583,Medium,1,3,0,2
130584,130584,Medium,1,6,0,6
130585,130585,High,2,3,0,5
130586,130586,Medium,1,3,0,3
130587,130587,Medium,1,3,0,2
130588,130588,Medium,1,4,0,9
130589,130589,Medium,1,1,0,6
130590,130590,Low,0,1,0,2
130591,130591,Medium,1,3,0,5
130592,130592,High,2,7,1,8
130593,130593,High,2,5,0,7
130594,130594,Medium,1,4,0,2
130595,130595,Medium,1,1,0,1
130596,130596,High,2,8,1,8
130597,130597,Medium,1,1,0,5
130598,130598,Low,0,2,0,5
130599,130599,Medium,1,6,0,5
130600,130600,High,2,5,0,5
130601,130601,High,2,3,0,4
130602,130602,Low,0,4,0,2
130603,130603,Medium,1,5,0,6
130604,130604,Medium,1,4,0,6
130605,130605,Medium,1,4,0,4
130606,130606,Medium,1,5,0,1
130607,130607,Medium,1,2,0,7
130608,130608,Medium,1,4,0,7
130609,130609,High,2,8,1,7
130610,130610,Low,0,2,0,1
130611,130611,Medium,1,3,0,1
130612,130612,High,2,4,0,5
130613,130613,High,2,7,1,3
130614,130614,High,2,6,0,6
130615,130615,Low,0,5,0,6
130616,130616,Medium,1,2,0,5
