perfil_id,Student_ID,Major_Category,Year_of_Study,Year_Encoded,Prompt_Engineering_Skill,Prompt_Skill_Encoded
121007,121007,Medical,Freshman,1,Beginner,1
121008,121008,STEM,Sophomore,2,Intermediate,2
121009,121009,STEM,Freshman,1,Beginner,1
121010,121010,STEM,Junior,3,Intermediate,2
121011,121011,Business,Senior,4,Beginner,1
121012,121012,Humanities,Junior,3,Beginner,1
121013,121013,Arts,Junior,3,Intermediate,2
121014,121014,STEM,Sophomore,2,Beginner,1
121015,121015,STEM,Freshman,1,Advanced,3
121016,121016,Humanities,Junior,3,Advanced,3
121017,121017,Business,Junior,3,Beginner,1
121018,121018,Business,Graduate,5,Beginner,1
121019,121019,STEM,Sophomore,2,Intermediate,2
121020,121020,Medical,Senior,4,Advanced,3
121021,121021,Humanities,Senior,4,Advanced,3
121022,121022,Business,Sophomore,2,Intermediate,2
121023,121023,Business,Graduate,5,Advanced,3
121024,121024,STEM,Sophomore,2,Beginner,1
121025,121025,Arts,Graduate,5,Beginner,1
121026,121026,Arts,Freshman,1,Beginner,1
121027,121027,Humanities,Junior,3,Intermediate,2
121028,121028,Business,Senior,4,Intermediate,2
121029,121029,STEM,Sophomore,2,Advanced,3
121030,121030,Business,Freshman,1,Intermediate,2
121031,121031,Humanities,Freshman,1,Intermediate,2
121032,121032,Arts,Freshman,1,Intermediate,2
121033,121033,STEM,Junior,3,Advanced,3
121034,121034,STEM,Senior,4,Beginner,1
121035,121035,STEM,Freshman,1,Intermediate,2
121036,121036,STEM,Freshman,1,Intermediate,2
121037,121037,Business,Freshman,1,Intermediate,2
121038,121038,STEM,Sophomore,2,Advanced,3
121039,121039,Arts,Graduate,5,Beginner,1
121040,121040,STEM,Sophomore,2,Beginner,1
121041,121041,Business,Junior,3,Intermediate,2
121042,121042,Business,Freshman,1,Beginner,1
121043,121043,Medical,Freshman,1,Advanced,3
121044,121044,Medical,Freshman,1,Beginner,1
121045,121045,Arts,Freshman,1,Beginner,1
121046,121046,Arts,Freshman,1,Beginner,1
121047,121047,Humanities,Senior,4,Beginner,1
121048,121048,Arts,Junior,3,Intermediate,2
121049,121049,Medical,Junior,3,Beginner,1
121050,121050,STEM,Sophomore,2,Intermediate,2
121051,121051,Business,Freshman,1,Beginner,1
121052,121052,STEM,Freshman,1,Beginner,1
121053,121053,Business,Freshman,1,Intermediate,2
121054,121054,Humanities,Freshman,1,Advanced,3
121055,121055,Business,Graduate,5,Beginner,1
121056,121056,Business,Freshman,1,Intermediate,2
121057,121057,Medical,Sophomore,2,Intermediate,2
121058,121058,Business,Junior,3,Beginner,1
121059,121059,Arts,Junior,3,Intermediate,2
121060,121060,Humanities,Senior,4,Advanced,3
121061,121061,Humanities,Freshman,1,Beginner,1
121062,121062,Humanities,Junior,3,Intermediate,2
121063,121063,STEM,Senior,4,Beginner,1
121064,121064,Humanities,Sophomore,2,Beginner,1
121065,121065,Business,Graduate,5,Intermediate,2
121066,121066,Business,Junior,3,Advanced,3
121067,121067,Business,Senior,4,Intermediate,2
121068,121068,Humanities,Junior,3,Advanced,3
121069,121069,Humanities,Graduate,5,Advanced,3
121070,121070,Business,Junior,3,Advanced,3
121071,121071,STEM,Graduate,5,Intermediate,2
121072,121072,STEM,Sophomore,2,Beginner,1
121073,121073,STEM,Graduate,5,Advanced,3
121074,121074,STEM,Junior,3,Advanced,3
121075,121075,STEM,Senior,4,Intermediate,2
121076,121076,STEM,Freshman,1,Advanced,3
121077,121077,STEM,Sophomore,2,Beginner,1
121078,121078,Business,Senior,4,Intermediate,2
121079,121079,STEM,Sophomore,2,Advanced,3
121080,121080,Humanities,Senior,4,Intermediate,2
121081,121081,Medical,Graduate,5,Intermediate,2
121082,121082,Arts,Freshman,1,Intermediate,2
121083,121083,Humanities,Sophomore,2,Intermediate,2
121084,121084,Medical,Freshman,1,Advanced,3
121085,121085,Humanities,Freshman,1,Advanced,3
121086,121086,STEM,Junior,3,Advanced,3
121087,121087,Medical,Freshman,1,Advanced,3
121088,121088,Medical,Junior,3,Intermediate,2
121089,121089,Humanities,Graduate,5,Advanced,3
121090,121090,Business,Sophomore,2,Intermediate,2
121091,121091,Business,Graduate,5,Intermediate,2
121092,121092,STEM,Sophomore,2,Beginner,1
121093,121093,STEM,Sophomore,2,Intermediate,2
121094,121094,Humanities,Sophomore,2,Beginner,1
121095,121095,Medical,Freshman,1,Intermediate,2
121096,121096,STEM,Senior,4,Advanced,3
121097,121097,Arts,Junior,3,Intermediate,2
121098,121098,STEM,Junior,3,Intermediate,2
121099,121099,Humanities,Sophomore,2,Beginner,1
121100,121100,Business,Senior,4,Advanced,3
121101,121101,Business,Freshman,1,Advanced,3
121102,121102,STEM,Senior,4,Intermediate,2
121103,121103,Humanities,Freshman,1,Beginner,1
121104,121104,Business,Sophomore,2,Beginner,1
121105,121105,STEM,Junior,3,Intermediate,2
121106,121106,STEM,Graduate,5,Advanced,3
121107,121107,Business,Senior,4,Beginner,1
121108,121108,Business,Junior,3,Intermediate,2
121109,121109,STEM,Graduate,5,Beginner,1
121110,121110,Business,Junior,3,Advanced,3
121111,121111,Medical,Junior,3,Beginner,1
121112,121112,STEM,Senior,4,Beginner,1
121113,121113,Business,Graduate,5,Beginner,1
121114,121114,STEM,Junior,3,Advanced,3
121115,121115,STEM,Graduate,5,Beginner,1
121116,121116,STEM,Sophomore,2,Beginner,1
121117,121117,Humanities,Graduate,5,Advanced,3
121118,121118,Arts,Sophomore,2,Beginner,1
121119,121119,STEM,Junior,3,Intermediate,2
121120,121120,Business,Senior,4,Advanced,3
121121,121121,Humanities,Senior,4,Advanced,3
121122,121122,STEM,Sophomore,2,Beginner,1
121123,121123,Business,Graduate,5,Advanced,3
121124,121124,Arts,Freshman,1,Advanced,3
121125,121125,Arts,Freshman,1,Advanced,3
121126,121126,Arts,Senior,4,Advanced,3
121127,121127,Humanities,Senior,4,Beginner,1
121128,121128,Arts,Senior,4,Intermediate,2
121129,121129,STEM,Graduate,5,Advanced,3
121130,121130,Business,Freshman,1,Beginner,1
121131,121131,Medical,Freshman,1,Advanced,3
121132,121132,STEM,Graduate,5,Advanced,3
121133,121133,Humanities,Junior,3,Intermediate,2
121134,121134,Business,Graduate,5,Intermediate,2
121135,121135,Business,Graduate,5,Intermediate,2
121136,121136,STEM,Senior,4,Advanced,3
121137,121137,Medical,Junior,3,Intermediate,2
121138,121138,Business,Sophomore,2,Intermediate,2
121139,121139,STEM,Freshman,1,Beginner,1
121140,121140,STEM,Senior,4,Beginner,1
121141,121141,Arts,Senior,4,Advanced,3
121142,121142,STEM,Junior,3,Beginner,1
121143,121143,STEM,Freshman,1,Intermediate,2
121144,121144,Business,Freshman,1,Intermediate,2
121145,121145,Business,Freshman,1,Advanced,3
121146,121146,Business,Senior,4,Beginner,1
121147,121147,Humanities,Junior,3,Beginner,1
121148,121148,Arts,Junior,3,Intermediate,2
121149,121149,Medical,Junior,3,Intermediate,2
121150,121150,STEM,Sophomore,2,Beginner,1
121151,121151,Business,Senior,4,Beginner,1
121152,121152,Medical,Sophomore,2,Advanced,3
121153,121153,Business,Senior,4,Advanced,3
121154,121154,Business,Sophomore,2,Beginner,1
121155,121155,STEM,Freshman,1,Beginner,1
121156,121156,Business,Sophomore,2,Beginner,1
121157,121157,Business,Graduate,5,Beginner,1
121158,121158,Business,Freshman,1,Beginner,1
121159,121159,Medical,Freshman,1,Advanced,3
121160,121160,STEM,Sophomore,2,Intermediate,2
121161,121161,STEM,Graduate,5,Intermediate,2
121162,121162,STEM,Sophomore,2,Advanced,3
121163,121163,Business,Sophomore,2,Beginner,1
121164,121164,STEM,Sophomore,2,Beginner,1
121165,121165,Business,Graduate,5,Beginner,1
121166,121166,Humanities,Graduate,5,Advanced,3
121167,121167,Humanities,Junior,3,Intermediate,2
121168,121168,STEM,Senior,4,Beginner,1
121169,121169,Arts,Sophomore,2,Beginner,1
121170,121170,Business,Sophomore,2,Beginner,1
121171,121171,Medical,Senior,4,Advanced,3
121172,121172,Business,Sophomore,2,Intermediate,2
121173,121173,STEM,Sophomore,2,Advanced,3
121174,121174,STEM,Graduate,5,Advanced,3
121175,121175,Medical,Sophomore,2,Advanced,3
121176,121176,Business,Freshman,1,Intermediate,2
121177,121177,STEM,Senior,4,Intermediate,2
121178,121178,Business,Sophomore,2,Intermediate,2
121179,121179,Humanities,Junior,3,Intermediate,2
121180,121180,Humanities,Freshman,1,Beginner,1
121181,121181,STEM,Freshman,1,Beginner,1
121182,121182,Arts,Junior,3,Intermediate,2
121183,121183,STEM,Sophomore,2,Intermediate,2
121184,121184,STEM,Junior,3,Beginner,1
121185,121185,Humanities,Graduate,5,Advanced,3
121186,121186,STEM,Sophomore,2,Beginner,1
121187,121187,Business,Junior,3,Intermediate,2
121188,121188,STEM,Freshman,1,Intermediate,2
121189,121189,Humanities,Graduate,5,Intermediate,2
121190,121190,Medical,Senior,4,Advanced,3
121191,121191,Humanities,Junior,3,Intermediate,2
121192,121192,Humanities,Freshman,1,Beginner,1
121193,121193,Humanities,Junior,3,Intermediate,2
121194,121194,Business,Sophomore,2,Beginner,1
121195,121195,Arts,Graduate,5,Intermediate,2
121196,121196,STEM,Junior,3,Advanced,3
121197,121197,Medical,Junior,3,Advanced,3
121198,121198,Arts,Freshman,1,Advanced,3
121199,121199,Business,Sophomore,2,Beginner,1
121200,121200,STEM,Senior,4,Intermediate,2
121201,121201,STEM,Junior,3,Advanced,3
121202,121202,Business,Sophomore,2,Advanced,3
121203,121203,Arts,Sophomore,2,Intermediate,2
121204,121204,Business,Freshman,1,Advanced,3
121205,121205,STEM,Freshman,1,Advanced,3
121206,121206,STEM,Graduate,5,Beginner,1
121207,121207,Business,Senior,4,Advanced,3
121208,121208,Business,Graduate,5,Intermediate,2
121209,121209,STEM,Sophomore,2,Advanced,3
121210,121210,STEM,Graduate,5,Beginner,1
121211,121211,Humanities,Sophomore,2,Intermediate,2
121212,121212,Business,Junior,3,Intermediate,2
121213,121213,Business,Freshman,1,Advanced,3
121214,121214,Arts,Senior,4,Beginner,1
121215,121215,Business,Junior,3,Beginner,1
121216,121216,STEM,Junior,3,Advanced,3
121217,121217,Business,Graduate,5,Beginner,1
121218,121218,Medical,Senior,4,Advanced,3
121219,121219,Medical,Graduate,5,Intermediate,2
121220,121220,Medical,Sophomore,2,Beginner,1
121221,121221,Humanities,Junior,3,Beginner,1
121222,121222,Arts,Junior,3,Advanced,3
121223,121223,Arts,Junior,3,Intermediate,2
121224,121224,Business,Sophomore,2,Advanced,3
121225,121225,STEM,Sophomore,2,Intermediate,2
121226,121226,Medical,Senior,4,Advanced,3
121227,121227,Humanities,Junior,3,Beginner,1
121228,121228,STEM,Junior,3,Intermediate,2
121229,121229,STEM,Freshman,1,Advanced,3
121230,121230,Business,Sophomore,2,Advanced,3
121231,121231,Humanities,Sophomore,2,Advanced,3
121232,121232,STEM,Junior,3,Intermediate,2
121233,121233,Business,Freshman,1,Beginner,1
121234,121234,Arts,Graduate,5,Intermediate,2
121235,121235,Business,Graduate,5,Intermediate,2
121236,121236,STEM,Senior,4,Beginner,1
121237,121237,Business,Sophomore,2,Advanced,3
121238,121238,STEM,Sophomore,2,Advanced,3
121239,121239,Humanities,Senior,4,Beginner,1
121240,121240,Humanities,Sophomore,2,Advanced,3
121241,121241,Arts,Junior,3,Advanced,3
121242,121242,Humanities,Graduate,5,Beginner,1
121243,121243,STEM,Sophomore,2,Intermediate,2
121244,121244,Humanities,Junior,3,Beginner,1
121245,121245,Humanities,Graduate,5,Beginner,1
121246,121246,Medical,Sophomore,2,Intermediate,2
121247,121247,Medical,Senior,4,Beginner,1
121248,121248,STEM,Senior,4,Advanced,3
121249,121249,STEM,Graduate,5,Intermediate,2
121250,121250,STEM,Graduate,5,Beginner,1
121251,121251,Arts,Senior,4,Beginner,1
121252,121252,STEM,Junior,3,Advanced,3
121253,121253,STEM,Sophomore,2,Intermediate,2
121254,121254,Business,Senior,4,Advanced,3
121255,121255,STEM,Sophomore,2,Beginner,1
121256,121256,STEM,Junior,3,Beginner,1
121257,121257,Humanities,Senior,4,Advanced,3
121258,121258,STEM,Senior,4,Intermediate,2
121259,121259,Business,Sophomore,2,Advanced,3
121260,121260,Medical,Freshman,1,Intermediate,2
121261,121261,STEM,Junior,3,Advanced,3
121262,121262,Humanities,Sophomore,2,Advanced,3
121263,121263,Medical,Sophomore,2,Intermediate,2
121264,121264,Medical,Sophomore,2,Intermediate,2
121265,121265,Humanities,Senior,4,Advanced,3
121266,121266,Business,Junior,3,Advanced,3
121267,121267,STEM,Sophomore,2,Advanced,3
121268,121268,Business,Graduate,5,Advanced,3
121269,121269,Medical,Senior,4,Advanced,3
121270,121270,Business,Junior,3,Beginner,1
121271,121271,Humanities,Junior,3,Beginner,1
121272,121272,STEM,Senior,4,Beginner,1
121273,121273,Business,Freshman,1,Advanced,3
121274,121274,Business,Senior,4,Intermediate,2
121275,121275,Business,Freshman,1,Advanced,3
121276,121276,STEM,Freshman,1,Intermediate,2
121277,121277,Business,Graduate,5,Intermediate,2
121278,121278,Business,Junior,3,Beginner,1
121279,121279,STEM,Sophomore,2,Beginner,1
121280,121280,STEM,Senior,4,Intermediate,2
121281,121281,STEM,Graduate,5,Beginner,1
121282,121282,Business,Freshman,1,Intermediate,2
121283,121283,Business,Freshman,1,Intermediate,2
121284,121284,Arts,Graduate,5,Beginner,1
121285,121285,STEM,Junior,3,Beginner,1
121286,121286,Medical,Graduate,5,Advanced,3
121287,121287,Business,Senior,4,Intermediate,2
121288,121288,Humanities,Junior,3,Advanced,3
121289,121289,STEM,Freshman,1,Advanced,3
121290,121290,STEM,Sophomore,2,Intermediate,2
121291,121291,Medical,Senior,4,Beginner,1
121292,121292,Humanities,Sophomore,2,Advanced,3
121293,121293,Humanities,Senior,4,Advanced,3
121294,121294,STEM,Sophomore,2,Intermediate,2
121295,121295,Arts,Junior,3,Beginner,1
121296,121296,STEM,Freshman,1,Beginner,1
121297,121297,Humanities,Junior,3,Beginner,1
121298,121298,Humanities,Junior,3,Intermediate,2
121299,121299,Humanities,Junior,3,Intermediate,2
121300,121300,Humanities,Sophomore,2,Intermediate,2
121301,121301,Business,Sophomore,2,Beginner,1
121302,121302,Arts,Sophomore,2,Advanced,3
121303,121303,Arts,Senior,4,Beginner,1
121304,121304,Arts,Senior,4,Beginner,1
121305,121305,STEM,Junior,3,Advanced,3
121306,121306,Arts,Sophomore,2,Intermediate,2
121307,121307,STEM,Junior,3,Advanced,3
121308,121308,STEM,Junior,3,Beginner,1
121309,121309,Medical,Senior,4,Advanced,3
121310,121310,Arts,Sophomore,2,Beginner,1
121311,121311,Business,Senior,4,Advanced,3
121312,121312,Medical,Sophomore,2,Beginner,1
121313,121313,Medical,Sophomore,2,Intermediate,2
121314,121314,Business,Freshman,1,Intermediate,2
121315,121315,Business,Graduate,5,Advanced,3
121316,121316,Arts,Senior,4,Advanced,3
121317,121317,STEM,Sophomore,2,Advanced,3
121318,121318,STEM,Graduate,5,Beginner,1
121319,121319,Arts,Senior,4,Advanced,3
121320,121320,Humanities,Junior,3,Beginner,1
121321,121321,STEM,Graduate,5,Advanced,3
121322,121322,Humanities,Sophomore,2,Intermediate,2
121323,121323,Humanities,Freshman,1,Intermediate,2
121324,121324,Medical,Senior,4,Beginner,1
121325,121325,Business,Senior,4,Intermediate,2
121326,121326,Business,Freshman,1,Advanced,3
121327,121327,Medical,Senior,4,Beginner,1
121328,121328,Medical,Senior,4,Advanced,3
121329,121329,Business,Graduate,5,Beginner,1
121330,121330,Medical,Freshman,1,Intermediate,2
121331,121331,Humanities,Junior,3,Beginner,1
121332,121332,STEM,Freshman,1,Advanced,3
121333,121333,STEM,Sophomore,2,Advanced,3
121334,121334,Business,Sophomore,2,Beginner,1
121335,121335,Business,Junior,3,Intermediate,2
121336,121336,Business,Freshman,1,Beginner,1
121337,121337,Business,Sophomore,2,Beginner,1
121338,121338,STEM,Freshman,1,Intermediate,2
121339,121339,STEM,Junior,3,Intermediate,2
121340,121340,Business,Sophomore,2,Advanced,3
121341,121341,STEM,Junior,3,Beginner,1
121342,121342,Business,Junior,3,Beginner,1
121343,121343,Business,Sophomore,2,Beginner,1
121344,121344,Business,Freshman,1,Intermediate,2
121345,121345,Humanities,Senior,4,Beginner,1
121346,121346,Business,Junior,3,Intermediate,2
121347,121347,Arts,Freshman,1,Advanced,3
121348,121348,Medical,Graduate,5,Intermediate,2
121349,121349,Arts,Senior,4,Intermediate,2
121350,121350,Business,Freshman,1,Beginner,1
121351,121351,STEM,Senior,4,Advanced,3
121352,121352,Business,Graduate,5,Beginner,1
121353,121353,Medical,Junior,3,Advanced,3
121354,121354,STEM,Graduate,5,Advanced,3
121355,121355,STEM,Freshman,1,Intermediate,2
121356,121356,STEM,Graduate,5,Intermediate,2
121357,121357,Business,Freshman,1,Advanced,3
121358,121358,Humanities,Senior,4,Beginner,1
121359,121359,STEM,Sophomore,2,Advanced,3
121360,121360,Medical,Freshman,1,Advanced,3
121361,121361,Business,Graduate,5,Beginner,1
121362,121362,Humanities,Freshman,1,Advanced,3
121363,121363,Humanities,Graduate,5,Intermediate,2
121364,121364,STEM,Sophomore,2,Advanced,3
121365,121365,Humanities,Senior,4,Intermediate,2
121366,121366,Humanities,Sophomore,2,Beginner,1
121367,121367,Business,Junior,3,Beginner,1
121368,121368,Arts,Senior,4,Advanced,3
121369,121369,Business,Junior,3,Beginner,1
121370,121370,STEM,Sophomore,2,Intermediate,2
121371,121371,Business,Sophomore,2,Intermediate,2
121372,121372,Arts,Freshman,1,Beginner,1
121373,121373,STEM,Senior,4,Beginner,1
121374,121374,STEM,Junior,3,Beginner,1
121375,121375,Business,Junior,3,Intermediate,2
121376,121376,Business,Sophomore,2,Intermediate,2
121377,121377,STEM,Junior,3,Beginner,1
121378,121378,Business,Junior,3,Intermediate,2
121379,121379,Business,Freshman,1,Intermediate,2
121380,121380,Medical,Sophomore,2,Intermediate,2
121381,121381,STEM,Sophomore,2,Intermediate,2
121382,121382,Arts,Senior,4,Advanced,3
121383,121383,STEM,Junior,3,Intermediate,2
121384,121384,Business,Sophomore,2,Intermediate,2
121385,121385,Business,Freshman,1,Intermediate,2
121386,121386,Humanities,Freshman,1,Beginner,1
121387,121387,Arts,Freshman,1,Advanced,3
121388,121388,STEM,Junior,3,Beginner,1
121389,121389,Business,Freshman,1,Intermediate,2
121390,121390,STEM,Junior,3,Beginner,1
121391,121391,Business,Junior,3,Intermediate,2
121392,121392,STEM,Graduate,5,Beginner,1
121393,121393,Arts,Sophomore,2,Intermediate,2
121394,121394,Arts,Freshman,1,Intermediate,2
121395,121395,Arts,Freshman,1,Intermediate,2
121396,121396,STEM,Sophomore,2,Beginner,1
121397,121397,Business,Senior,4,Intermediate,2
121398,121398,STEM,Senior,4,Intermediate,2
121399,121399,Arts,Freshman,1,Advanced,3
121400,121400,Business,Freshman,1,Beginner,1
121401,121401,Business,Junior,3,Beginner,1
121402,121402,Business,Freshman,1,Advanced,3
121403,121403,STEM,Senior,4,Advanced,3
121404,121404,Business,Freshman,1,Beginner,1
121405,121405,STEM,Senior,4,Intermediate,2
121406,121406,Medical,Freshman,1,Beginner,1
121407,121407,Arts,Senior,4,Beginner,1
121408,121408,Business,Junior,3,Advanced,3
121409,121409,Medical,Sophomore,2,Advanced,3
121410,121410,Humanities,Sophomore,2,Intermediate,2
121411,121411,Medical,Senior,4,Beginner,1
121412,121412,Humanities,Freshman,1,Advanced,3
121413,121413,Business,Graduate,5,Intermediate,2
121414,121414,Business,Junior,3,Beginner,1
121415,121415,STEM,Senior,4,Advanced,3
121416,121416,Humanities,Junior,3,Beginner,1
121417,121417,STEM,Junior,3,Advanced,3
121418,121418,Medical,Junior,3,Advanced,3
121419,121419,STEM,Sophomore,2,Advanced,3
121420,121420,Business,Senior,4,Advanced,3
121421,121421,Arts,Senior,4,Beginner,1
121422,121422,STEM,Graduate,5,Intermediate,2
121423,121423,Humanities,Freshman,1,Beginner,1
121424,121424,Business,Senior,4,Beginner,1
121425,121425,STEM,Freshman,1,Intermediate,2
121426,121426,Arts,Freshman,1,Beginner,1
121427,121427,STEM,Sophomore,2,Intermediate,2
121428,121428,STEM,Sophomore,2,Intermediate,2
121429,121429,Business,Senior,4,Intermediate,2
121430,121430,Humanities,Senior,4,Advanced,3
121431,121431,Medical,Freshman,1,Beginner,1
121432,121432,Medical,Sophomore,2,Advanced,3
121433,121433,Humanities,Sophomore,2,Advanced,3
121434,121434,Humanities,Junior,3,Advanced,3
121435,121435,Humanities,Junior,3,Intermediate,2
121436,121436,STEM,Senior,4,Beginner,1
121437,121437,Business,Graduate,5,Beginner,1
121438,121438,Arts,Junior,3,Intermediate,2
121439,121439,Humanities,Senior,4,Advanced,3
121440,121440,STEM,Graduate,5,Advanced,3
121441,121441,Humanities,Junior,3,Beginner,1
121442,121442,STEM,Sophomore,2,Beginner,1
121443,121443,Business,Sophomore,2,Intermediate,2
121444,121444,Business,Senior,4,Beginner,1
121445,121445,Humanities,Senior,4,Beginner,1
121446,121446,Humanities,Senior,4,Beginner,1
121447,121447,Medical,Senior,4,Intermediate,2
121448,121448,STEM,Graduate,5,Advanced,3
121449,121449,Arts,Senior,4,Beginner,1
121450,121450,Humanities,Graduate,5,Beginner,1
121451,121451,Medical,Junior,3,Advanced,3
121452,121452,Business,Senior,4,Intermediate,2
121453,121453,STEM,Graduate,5,Intermediate,2
121454,121454,Arts,Graduate,5,Advanced,3
121455,121455,Business,Senior,4,Intermediate,2
121456,121456,STEM,Senior,4,Beginner,1
121457,121457,STEM,Sophomore,2,Beginner,1
121458,121458,Business,Junior,3,Beginner,1
121459,121459,Business,Freshman,1,Advanced,3
121460,121460,Business,Sophomore,2,Intermediate,2
121461,121461,Business,Freshman,1,Advanced,3
121462,121462,Business,Senior,4,Beginner,1
121463,121463,Arts,Graduate,5,Beginner,1
121464,121464,Business,Freshman,1,Beginner,1
121465,121465,STEM,Sophomore,2,Advanced,3
121466,121466,Medical,Graduate,5,Beginner,1
121467,121467,STEM,Junior,3,Beginner,1
121468,121468,Humanities,Junior,3,Intermediate,2
121469,121469,Business,Junior,3,Intermediate,2
121470,121470,Humanities,Freshman,1,Intermediate,2
121471,121471,STEM,Sophomore,2,Intermediate,2
121472,121472,STEM,Graduate,5,Advanced,3
121473,121473,Business,Senior,4,Beginner,1
121474,121474,Medical,Freshman,1,Intermediate,2
121475,121475,Business,Sophomore,2,Beginner,1
121476,121476,Business,Junior,3,Advanced,3
121477,121477,Humanities,Sophomore,2,Advanced,3
121478,121478,STEM,Sophomore,2,Beginner,1
121479,121479,STEM,Freshman,1,Advanced,3
121480,121480,STEM,Freshman,1,Advanced,3
121481,121481,Humanities,Junior,3,Advanced,3
121482,121482,STEM,Graduate,5,Advanced,3
121483,121483,STEM,Sophomore,2,Beginner,1
121484,121484,Business,Freshman,1,Advanced,3
121485,121485,Medical,Freshman,1,Advanced,3
121486,121486,Medical,Graduate,5,Beginner,1
121487,121487,Business,Junior,3,Intermediate,2
121488,121488,STEM,Junior,3,Advanced,3
121489,121489,Business,Graduate,5,Beginner,1
121490,121490,STEM,Junior,3,Advanced,3
121491,121491,Business,Junior,3,Beginner,1
121492,121492,Arts,Graduate,5,Beginner,1
121493,121493,Business,Junior,3,Intermediate,2
121494,121494,Medical,Sophomore,2,Intermediate,2
121495,121495,Business,Junior,3,Advanced,3
121496,121496,Business,Graduate,5,Beginner,1
121497,121497,STEM,Graduate,5,Advanced,3
121498,121498,Medical,Senior,4,Intermediate,2
121499,121499,STEM,Junior,3,Beginner,1
121500,121500,Medical,Graduate,5,Intermediate,2
121501,121501,Humanities,Sophomore,2,Beginner,1
121502,121502,STEM,Senior,4,Advanced,3
121503,121503,Arts,Freshman,1,Beginner,1
121504,121504,STEM,Senior,4,Advanced,3
121505,121505,Arts,Sophomore,2,Beginner,1
121506,121506,STEM,Senior,4,Advanced,3
121507,121507,Medical,Sophomore,2,Advanced,3
121508,121508,Business,Sophomore,2,Intermediate,2
121509,121509,Business,Senior,4,Advanced,3
121510,121510,Humanities,Junior,3,Intermediate,2
121511,121511,STEM,Senior,4,Advanced,3
121512,121512,Arts,Graduate,5,Advanced,3
121513,121513,STEM,Freshman,1,Beginner,1
121514,121514,Humanities,Junior,3,Beginner,1
121515,121515,Business,Graduate,5,Beginner,1
121516,121516,Humanities,Senior,4,Beginner,1
121517,121517,STEM,Graduate,5,Advanced,3
121518,121518,STEM,Graduate,5,Advanced,3
121519,121519,STEM,Sophomore,2,Intermediate,2
121520,121520,Arts,Freshman,1,Intermediate,2
121521,121521,STEM,Freshman,1,Beginner,1
121522,121522,Medical,Freshman,1,Advanced,3
121523,121523,STEM,Freshman,1,Beginner,1
121524,121524,STEM,Graduate,5,Advanced,3
121525,121525,Business,Junior,3,Advanced,3
121526,121526,STEM,Freshman,1,Advanced,3
121527,121527,Business,Senior,4,Intermediate,2
121528,121528,Arts,Sophomore,2,Intermediate,2
121529,121529,STEM,Freshman,1,Advanced,3
121530,121530,Arts,Freshman,1,Beginner,1
121531,121531,Humanities,Senior,4,Beginner,1
121532,121532,STEM,Senior,4,Advanced,3
121533,121533,STEM,Sophomore,2,Advanced,3
121534,121534,Medical,Junior,3,Beginner,1
121535,121535,STEM,Freshman,1,Beginner,1
121536,121536,Arts,Sophomore,2,Advanced,3
121537,121537,Business,Freshman,1,Advanced,3
121538,121538,STEM,Freshman,1,Beginner,1
121539,121539,Humanities,Junior,3,Intermediate,2
121540,121540,Arts,Junior,3,Beginner,1
121541,121541,Business,Freshman,1,Advanced,3
121542,121542,Humanities,Freshman,1,Beginner,1
121543,121543,Arts,Graduate,5,Intermediate,2
121544,121544,STEM,Sophomore,2,Beginner,1
121545,121545,Medical,Senior,4,Beginner,1
121546,121546,Arts,Senior,4,Intermediate,2
121547,121547,Business,Sophomore,2,Intermediate,2
121548,121548,Arts,Freshman,1,Intermediate,2
121549,121549,Business,Sophomore,2,Beginner,1
121550,121550,Business,Junior,3,Intermediate,2
121551,121551,Business,Sophomore,2,Intermediate,2
121552,121552,Humanities,Junior,3,Advanced,3
121553,121553,Business,Senior,4,Beginner,1
121554,121554,STEM,Junior,3,Intermediate,2
121555,121555,Humanities,Graduate,5,Intermediate,2
121556,121556,STEM,Senior,4,Beginner,1
121557,121557,STEM,Freshman,1,Intermediate,2
121558,121558,Humanities,Junior,3,Intermediate,2
121559,121559,Arts,Senior,4,Intermediate,2
121560,121560,Humanities,Freshman,1,Advanced,3
121561,121561,Business,Senior,4,Intermediate,2
121562,121562,STEM,Freshman,1,Beginner,1
121563,121563,Humanities,Graduate,5,Beginner,1
121564,121564,STEM,Senior,4,Intermediate,2
121565,121565,STEM,Freshman,1,Intermediate,2
121566,121566,Business,Graduate,5,Beginner,1
121567,121567,Business,Freshman,1,Advanced,3
121568,121568,STEM,Sophomore,2,Beginner,1
121569,121569,Humanities,Senior,4,Intermediate,2
121570,121570,Arts,Graduate,5,Advanced,3
121571,121571,STEM,Sophomore,2,Advanced,3
121572,121572,STEM,Senior,4,Advanced,3
121573,121573,Business,Freshman,1,Beginner,1
121574,121574,STEM,Freshman,1,Intermediate,2
121575,121575,Medical,Freshman,1,Intermediate,2
121576,121576,Business,Senior,4,Beginner,1
121577,121577,Humanities,Freshman,1,Beginner,1
121578,121578,Humanities,Freshman,1,Advanced,3
121579,121579,Business,Graduate,5,Beginner,1
121580,121580,STEM,Sophomore,2,Beginner,1
121581,121581,Medical,Junior,3,Beginner,1
121582,121582,Business,Junior,3,Beginner,1
121583,121583,STEM,Freshman,1,Advanced,3
121584,121584,Business,Sophomore,2,Intermediate,2
121585,121585,STEM,Senior,4,Advanced,3
121586,121586,STEM,Junior,3,Beginner,1
