Student_ID,Pre_Semester_GPA,Post_Semester_GPA,Cambio_GPA,Skill_Retention_Score,Riesgo_Academico,Estudio_Total,perfil_id,uso_ia_id,bienestar_id,institucion_id
118099,3.737,4.0,0.263,70.66,0,12.61,118099,118099,118099,1
118100,2.511,2.703,0.192,76.07,0,31.71,118100,118100,118100,1
118101,2.791,2.932,0.141,77.37,0,21.25,118101,118101,118101,3
118102,3.916,4.0,0.084,83.49,0,28.7,118102,118102,118102,1
118103,3.587,3.701,0.114,100.0,0,21.83,118103,118103,118103,1
118104,3.199,3.316,0.117,70.69,0,40.18,118104,118104,118104,2
118105,2.785,2.966,0.181,60.78,0,29.98,118105,118105,118105,1
118106,2.892,2.938,0.046,76.26,0,11.73,118106,118106,118106,2
118107,2.699,2.791,0.092,86.65,0,37.65,118107,118107,118107,3
118108,3.225,3.656,0.431,35.79,0,12.14,118108,118108,118108,3
118109,2.953,3.116,0.163,58.97,0,19.42,118109,118109,118109,2
118110,2.603,2.367,-0.236,47.04,1,33.46,118110,118110,118110,3
118111,3.617,3.915,0.298,77.57,0,32.51,118111,118111,118111,1
118112,3.733,3.96,0.227,70.41,0,11.41,118112,118112,118112,1
118113,3.672,3.845,0.173,67.14,0,26.8,118113,118113,118113,1
118114,3.173,3.286,0.113,75.9,0,21.34,118114,118114,118114,3
118115,3.207,3.277,0.07,65.06,0,9.7,118115,118115,118115,2
118116,3.808,4.0,0.192,82.52,0,11.8,118116,118116,118116,2
118117,3.696,4.0,0.304,79.78,0,34.88,118117,118117,118117,3
118118,3.373,3.506,0.133,72.11,0,21.13,118118,118118,118118,2
118119,2.804,2.831,0.027,82.24,0,16.19,118119,118119,118119,2
118120,3.208,3.53,0.322,64.8,0,14.0,118120,118120,118120,2
118121,3.229,3.513,0.284,77.05,0,13.87,118121,118121,118121,3
118122,2.921,3.114,0.193,72.55,0,30.98,118122,118122,118122,2
118123,3.467,3.619,0.152,71.71,0,22.79,118123,118123,118123,2
118124,3.277,3.403,0.126,68.46,0,14.45,118124,118124,118124,3
118125,3.142,3.222,0.08,72.64,0,27.14,118125,118125,118125,1
118126,3.519,3.774,0.255,49.18,0,42.87,118126,118126,118126,3
118127,3.384,3.38,-0.004,79.77,0,21.06,118127,118127,118127,2
118128,2.749,2.936,0.187,56.73,0,8.92,118128,118128,118128,1
118129,2.78,2.915,0.135,71.8,0,19.72,118129,118129,118129,2
118130,3.501,3.607,0.106,66.38,0,24.55,118130,118130,118130,3
118131,3.267,3.771,0.504,83.18,0,18.87,118131,118131,118131,2
118132,3.609,3.941,0.332,56.5,0,17.97,118132,118132,118132,3
118133,3.435,3.687,0.252,68.53,0,23.71,118133,118133,118133,2
118134,2.434,2.585,0.151,59.72,0,14.29,118134,118134,118134,3
118135,3.781,4.0,0.219,83.84,0,13.09,118135,118135,118135,2
118136,2.217,2.573,0.356,84.27,0,19.03,118136,118136,118136,2
118137,2.829,3.019,0.19,70.27,0,23.04,118137,118137,118137,3
118138,3.665,3.782,0.117,98.89,0,10.51,118138,118138,118138,2
118139,3.625,4.0,0.375,67.05,0,26.57,118139,118139,118139,2
118140,3.42,3.338,-0.082,73.44,0,5.6,118140,118140,118140,3
118141,2.921,3.363,0.442,71.0,0,26.92,118141,118141,118141,1
118142,2.757,2.881,0.124,81.79,0,20.77,118142,118142,118142,2
118143,3.226,3.434,0.208,81.11,0,14.74,118143,118143,118143,2
118144,3.917,4.0,0.083,77.53,0,27.66,118144,118144,118144,3
118145,3.272,3.658,0.386,72.19,0,21.26,118145,118145,118145,3
118146,3.298,3.515,0.217,72.33,0,11.18,118146,118146,118146,2
118147,3.131,3.702,0.571,100.0,0,28.49,118147,118147,118147,3
118148,2.984,3.107,0.123,68.44,0,21.78,118148,118148,118148,1
118149,3.233,3.614,0.381,100.0,0,17.7,118149,118149,118149,3
118150,3.356,3.633,0.277,82.81,0,32.96,118150,118150,118150,3
118151,3.003,3.431,0.428,70.31,0,13.2,118151,118151,118151,2
118152,3.061,2.96,-0.101,64.7,0,3.98,118152,118152,118152,2
118153,2.29,2.511,0.221,72.56,0,25.83,118153,118153,118153,3
118154,3.807,4.0,0.193,73.14,0,41.63,118154,118154,118154,3
118155,3.721,3.797,0.076,73.73,0,3.29,118155,118155,118155,2
118156,3.72,3.749,0.029,91.49,0,7.93,118156,118156,118156,3
118157,3.916,4.0,0.084,100.0,0,18.01,118157,118157,118157,3
118158,2.744,2.785,0.041,100.0,0,16.32,118158,118158,118158,2
118159,2.728,2.762,0.034,83.85,0,10.32,118159,118159,118159,2
118160,3.162,3.205,0.043,64.98,0,9.54,118160,118160,118160,2
118161,3.403,3.687,0.284,73.2,0,15.96,118161,118161,118161,1
118162,2.998,3.085,0.087,69.22,0,17.93,118162,118162,118162,2
118163,2.809,3.074,0.265,71.06,0,24.01,118163,118163,118163,3
118164,2.245,2.587,0.342,86.15,0,19.22,118164,118164,118164,2
118165,3.151,3.708,0.557,77.36,0,22.99,118165,118165,118165,2
118166,2.409,2.417,0.008,83.43,1,13.12,118166,118166,118166,2
118167,2.824,3.334,0.51,79.41,0,39.74,118167,118167,118167,3
118168,2.872,3.1,0.228,85.6,0,16.18,118168,118168,118168,2
118169,3.406,3.611,0.205,84.58,0,17.91,118169,118169,118169,2
118170,3.714,4.0,0.286,71.5,0,10.95,118170,118170,118170,3
118171,2.175,2.411,0.236,91.18,1,16.42,118171,118171,118171,2
118172,3.415,3.276,-0.139,74.07,0,13.88,118172,118172,118172,2
118173,2.349,2.749,0.4,94.22,0,25.13,118173,118173,118173,2
118174,3.764,4.0,0.236,100.0,0,5.9,118174,118174,118174,2
118175,3.28,3.379,0.099,65.57,0,7.03,118175,118175,118175,1
118176,2.461,2.893,0.432,86.42,0,18.0,118176,118176,118176,2
118177,3.598,3.82,0.222,77.06,0,31.39,118177,118177,118177,1
118178,3.039,3.553,0.514,85.66,0,17.64,118178,118178,118178,3
118179,2.301,2.715,0.414,100.0,0,27.12,118179,118179,118179,3
118180,3.668,3.892,0.224,77.79,0,19.35,118180,118180,118180,2
118181,2.472,2.649,0.177,78.3,0,20.16,118181,118181,118181,2
118182,2.956,3.25,0.294,90.35,0,7.23,118182,118182,118182,1
118183,2.933,3.208,0.275,58.75,0,13.2,118183,118183,118183,2
118184,3.269,3.859,0.59,91.92,0,10.39,118184,118184,118184,2
118185,3.298,3.715,0.417,94.57,0,24.23,118185,118185,118185,2
118186,2.489,2.86,0.371,43.05,0,47.87,118186,118186,118186,2
118187,3.203,3.271,0.068,96.7,0,17.38,118187,118187,118187,1
118188,3.375,3.59,0.215,54.73,0,43.8,118188,118188,118188,2
118189,3.174,3.378,0.204,86.41,0,32.38,118189,118189,118189,3
118190,2.366,2.676,0.31,71.63,0,15.25,118190,118190,118190,2
118191,2.5,2.752,0.252,78.31,0,7.7,118191,118191,118191,3
118192,3.177,3.196,0.019,47.35,0,17.07,118192,118192,118192,3
118193,2.475,2.945,0.47,67.86,0,39.72,118193,118193,118193,3
118194,3.073,3.758,0.685,93.21,0,30.69,118194,118194,118194,2
118195,3.761,3.981,0.22,77.02,0,13.46,118195,118195,118195,2
118196,3.953,4.0,0.047,80.82,0,16.87,118196,118196,118196,2
118197,3.457,3.96,0.503,70.24,0,26.17,118197,118197,118197,3
118198,3.198,3.173,-0.025,74.05,0,15.36,118198,118198,118198,1
118199,2.927,3.153,0.226,86.9,0,12.04,118199,118199,118199,1
118200,3.208,3.078,-0.13,68.43,0,4.75,118200,118200,118200,3
118201,3.587,3.815,0.228,86.52,0,18.5,118201,118201,118201,3
118202,3.555,3.73,0.175,72.83,0,25.24,118202,118202,118202,2
118203,2.96,3.361,0.401,69.39,0,34.46,118203,118203,118203,2
118204,2.859,3.062,0.203,76.63,0,10.15,118204,118204,118204,1
118205,3.693,4.0,0.307,70.13,0,48.77,118205,118205,118205,3
118206,3.697,3.644,-0.053,81.59,0,31.81,118206,118206,118206,1
118207,3.754,3.874,0.12,69.09,0,12.8,118207,118207,118207,2
118208,3.787,3.946,0.159,62.57,0,12.95,118208,118208,118208,2
118209,3.109,3.518,0.409,81.03,0,19.84,118209,118209,118209,3
118210,3.752,3.736,-0.016,97.37,0,5.32,118210,118210,118210,1
118211,2.819,2.796,-0.023,80.81,0,13.98,118211,118211,118211,3
118212,3.842,4.0,0.158,65.83,0,8.82,118212,118212,118212,2
118213,3.603,3.684,0.081,58.18,0,27.23,118213,118213,118213,1
118214,3.769,4.0,0.231,90.46,0,20.37,118214,118214,118214,3
118215,2.771,2.862,0.091,76.06,0,13.68,118215,118215,118215,2
118216,3.087,2.979,-0.108,80.76,0,7.63,118216,118216,118216,1
118217,3.428,3.63,0.202,64.82,0,11.55,118217,118217,118217,2
118218,3.518,3.724,0.206,86.62,0,18.69,118218,118218,118218,2
118219,3.244,3.647,0.403,79.5,0,23.31,118219,118219,118219,2
118220,2.891,2.993,0.102,68.0,0,38.39,118220,118220,118220,2
118221,2.215,2.317,0.102,56.53,1,38.27,118221,118221,118221,1
118222,2.189,2.701,0.512,72.94,0,13.43,118222,118222,118222,2
118223,2.993,3.353,0.36,60.46,0,18.62,118223,118223,118223,1
118224,3.375,3.654,0.279,84.94,0,15.5,118224,118224,118224,3
118225,2.831,3.661,0.83,75.87,0,28.13,118225,118225,118225,2
118226,2.412,2.645,0.233,56.37,0,24.94,118226,118226,118226,3
118227,3.083,3.338,0.255,81.85,0,15.43,118227,118227,118227,1
118228,3.431,3.707,0.276,93.27,0,17.81,118228,118228,118228,1
118229,3.229,3.23,0.001,75.81,0,14.57,118229,118229,118229,2
118230,3.898,4.0,0.102,92.59,0,36.38,118230,118230,118230,1
118231,3.242,3.486,0.244,92.39,0,21.24,118231,118231,118231,3
118232,2.745,3.01,0.265,59.3,0,12.28,118232,118232,118232,2
118233,3.738,4.0,0.262,82.06,0,27.44,118233,118233,118233,3
118234,3.13,3.374,0.244,67.96,0,15.97,118234,118234,118234,3
118235,3.635,3.492,-0.143,60.14,0,19.78,118235,118235,118235,1
118236,3.678,3.946,0.268,86.12,0,12.67,118236,118236,118236,3
118237,3.196,3.64,0.444,95.24,0,14.2,118237,118237,118237,3
118238,2.233,2.157,-0.076,84.65,1,18.98,118238,118238,118238,2
118239,3.54,3.517,-0.023,68.83,0,6.62,118239,118239,118239,2
118240,3.164,3.025,-0.139,85.6,0,9.36,118240,118240,118240,2
118241,3.523,3.661,0.138,71.61,0,18.15,118241,118241,118241,3
118242,3.842,4.0,0.158,100.0,0,26.95,118242,118242,118242,2
118243,3.462,3.812,0.35,74.85,0,54.23,118243,118243,118243,2
118244,3.105,3.416,0.311,82.78,0,22.3,118244,118244,118244,3
118245,3.172,3.592,0.42,80.7,0,20.38,118245,118245,118245,2
118246,2.147,2.421,0.274,75.45,1,7.05,118246,118246,118246,2
118247,3.321,3.431,0.11,59.85,0,17.65,118247,118247,118247,3
118248,3.899,4.0,0.101,94.56,0,26.27,118248,118248,118248,2
118249,3.234,3.698,0.464,77.14,0,28.88,118249,118249,118249,2
118250,3.031,3.075,0.044,70.49,0,14.28,118250,118250,118250,2
118251,3.894,4.0,0.106,77.28,0,19.54,118251,118251,118251,2
118252,3.535,3.931,0.396,62.27,0,18.42,118252,118252,118252,1
118253,3.164,3.214,0.05,80.27,0,14.9,118253,118253,118253,2
118254,3.299,3.368,0.069,52.03,0,35.0,118254,118254,118254,3
118255,3.686,3.891,0.205,71.45,0,18.93,118255,118255,118255,3
118256,3.721,3.759,0.038,78.45,0,9.95,118256,118256,118256,2
118257,3.907,4.0,0.093,58.34,0,6.74,118257,118257,118257,2
118258,3.398,3.685,0.287,74.47,0,10.0,118258,118258,118258,3
118259,3.591,4.0,0.409,82.17,0,26.76,118259,118259,118259,3
118260,3.14,3.08,-0.06,91.12,0,10.55,118260,118260,118260,1
118261,3.266,3.546,0.28,88.47,0,19.78,118261,118261,118261,2
118262,2.309,2.338,0.029,71.22,1,7.33,118262,118262,118262,2
118263,3.806,4.0,0.194,82.68,0,20.55,118263,118263,118263,2
118264,3.127,3.31,0.183,65.46,0,25.23,118264,118264,118264,3
118265,3.382,3.696,0.314,54.61,0,11.66,118265,118265,118265,2
118266,3.292,3.12,-0.172,74.12,0,13.32,118266,118266,118266,1
118267,3.489,3.947,0.458,88.51,0,9.49,118267,118267,118267,1
118268,2.851,2.954,0.103,79.95,0,21.32,118268,118268,118268,2
118269,3.064,3.236,0.172,93.97,0,25.92,118269,118269,118269,3
118270,2.993,3.07,0.077,75.74,0,18.04,118270,118270,118270,3
118271,2.868,2.87,0.002,79.04,0,46.07,118271,118271,118271,3
118272,3.419,3.279,-0.14,94.95,0,12.87,118272,118272,118272,1
118273,1.816,2.229,0.413,53.08,1,15.29,118273,118273,118273,1
118274,3.421,3.802,0.381,89.21,0,32.53,118274,118274,118274,2
118275,2.856,3.145,0.289,72.1,0,16.85,118275,118275,118275,3
118276,3.701,3.898,0.197,71.58,0,8.89,118276,118276,118276,2
118277,3.926,4.0,0.074,80.12,0,26.83,118277,118277,118277,2
118278,3.326,3.463,0.137,54.22,0,9.76,118278,118278,118278,2
118279,3.057,3.063,0.006,79.92,0,21.65,118279,118279,118279,3
118280,2.819,3.101,0.282,70.56,0,34.71,118280,118280,118280,1
118281,3.329,3.4,0.071,76.83,0,35.93,118281,118281,118281,1
118282,3.475,3.63,0.155,75.15,0,16.79,118282,118282,118282,2
118283,2.812,3.199,0.387,63.62,0,59.5,118283,118283,118283,3
118284,1.769,1.75,-0.019,57.58,1,8.89,118284,118284,118284,3
118285,2.505,2.429,-0.076,66.04,1,17.98,118285,118285,118285,1
118286,3.314,3.754,0.44,98.99,0,24.89,118286,118286,118286,3
118287,3.571,4.0,0.429,86.88,0,5.43,118287,118287,118287,2
118288,3.18,3.252,0.072,68.44,0,10.68,118288,118288,118288,3
118289,2.17,2.248,0.078,74.89,1,19.23,118289,118289,118289,3
118290,3.343,3.609,0.266,80.2,0,23.88,118290,118290,118290,3
118291,3.327,3.441,0.114,60.47,0,25.54,118291,118291,118291,1
118292,3.414,3.7,0.286,77.65,0,17.45,118292,118292,118292,2
118293,2.888,3.346,0.458,89.04,0,18.76,118293,118293,118293,2
118294,2.238,2.455,0.217,70.95,1,23.69,118294,118294,118294,2
118295,3.355,3.816,0.461,79.63,0,29.81,118295,118295,118295,2
118296,3.209,3.448,0.239,82.01,0,13.88,118296,118296,118296,2
118297,1.983,2.205,0.222,68.94,1,12.68,118297,118297,118297,3
118298,3.686,3.618,-0.068,81.43,0,2.91,118298,118298,118298,2
118299,3.074,3.485,0.411,73.03,0,23.89,118299,118299,118299,2
118300,3.375,4.0,0.625,94.14,0,20.44,118300,118300,118300,3
118301,3.625,3.753,0.128,68.39,0,11.44,118301,118301,118301,3
118302,2.714,2.979,0.265,85.17,0,29.19,118302,118302,118302,3
118303,2.814,3.277,0.463,64.01,0,35.34,118303,118303,118303,2
118304,2.951,3.18,0.229,43.91,0,13.09,118304,118304,118304,2
118305,3.523,3.879,0.356,83.11,0,23.5,118305,118305,118305,3
118306,3.919,4.0,0.081,83.61,0,17.43,118306,118306,118306,2
118307,3.616,3.722,0.106,90.43,0,5.61,118307,118307,118307,2
118308,3.221,3.554,0.333,57.22,0,23.37,118308,118308,118308,3
118309,3.008,3.162,0.154,58.82,0,35.0,118309,118309,118309,2
118310,2.935,3.181,0.246,70.7,0,27.03,118310,118310,118310,2
118311,3.366,3.483,0.117,74.25,0,16.99,118311,118311,118311,1
118312,3.939,3.986,0.047,78.55,0,8.61,118312,118312,118312,3
118313,3.666,3.874,0.208,62.15,0,36.77,118313,118313,118313,2
118314,3.043,3.359,0.316,65.94,0,14.51,118314,118314,118314,1
118315,2.221,2.311,0.09,62.29,1,14.91,118315,118315,118315,3
118316,3.698,4.0,0.302,91.96,0,35.61,118316,118316,118316,2
118317,2.813,3.134,0.321,81.07,0,29.58,118317,118317,118317,3
118318,2.976,3.353,0.377,81.83,0,19.81,118318,118318,118318,2
118319,3.806,4.0,0.194,100.0,0,13.08,118319,118319,118319,2
118320,2.595,2.647,0.052,100.0,0,14.28,118320,118320,118320,1
118321,3.377,3.795,0.418,89.55,0,18.51,118321,118321,118321,2
118322,3.198,3.661,0.463,82.53,0,18.51,118322,118322,118322,2
118323,3.054,3.002,-0.052,85.18,0,18.15,118323,118323,118323,3
118324,3.209,3.541,0.332,57.2,0,16.45,118324,118324,118324,2
118325,3.844,3.948,0.104,79.72,0,11.22,118325,118325,118325,3
118326,2.341,2.597,0.256,71.28,0,18.93,118326,118326,118326,2
118327,3.347,3.762,0.415,84.93,0,17.14,118327,118327,118327,2
118328,3.4,3.39,-0.01,72.31,0,14.69,118328,118328,118328,2
118329,3.711,3.593,-0.118,69.41,0,10.21,118329,118329,118329,3
118330,2.352,1.935,-0.417,67.58,1,28.55,118330,118330,118330,1
118331,3.398,3.57,0.172,85.78,0,15.89,118331,118331,118331,2
118332,3.434,3.572,0.138,72.9,0,25.15,118332,118332,118332,1
118333,3.099,3.339,0.24,78.34,0,17.21,118333,118333,118333,2
118334,3.792,4.0,0.208,71.31,0,18.14,118334,118334,118334,2
118335,3.453,3.87,0.417,67.09,0,38.46,118335,118335,118335,3
118336,2.836,2.857,0.021,61.73,0,14.91,118336,118336,118336,2
118337,3.488,3.728,0.24,84.35,0,11.38,118337,118337,118337,3
118338,3.046,3.262,0.216,77.14,0,12.37,118338,118338,118338,3
118339,3.016,2.639,-0.377,56.31,1,34.25,118339,118339,118339,3
118340,3.605,4.0,0.395,94.21,0,22.8,118340,118340,118340,2
118341,2.889,3.21,0.321,85.29,0,24.74,118341,118341,118341,2
118342,2.79,3.077,0.287,48.87,0,8.95,118342,118342,118342,2
118343,3.467,3.616,0.149,62.39,0,19.98,118343,118343,118343,2
118344,3.093,3.148,0.055,96.64,0,21.9,118344,118344,118344,3
118345,3.938,4.0,0.062,79.52,0,18.77,118345,118345,118345,2
118346,3.47,3.673,0.203,76.67,0,13.45,118346,118346,118346,3
118347,2.38,2.688,0.308,88.62,0,20.18,118347,118347,118347,2
118348,3.42,3.678,0.258,83.48,0,25.58,118348,118348,118348,2
118349,3.47,3.5,0.03,70.33,0,13.35,118349,118349,118349,3
118350,2.603,2.838,0.235,77.47,0,21.12,118350,118350,118350,3
118351,3.557,4.0,0.443,99.32,0,42.16,118351,118351,118351,2
118352,3.357,3.431,0.074,91.21,0,25.88,118352,118352,118352,2
118353,2.982,3.007,0.025,76.33,0,14.36,118353,118353,118353,2
118354,3.208,3.404,0.196,82.62,0,10.39,118354,118354,118354,3
118355,3.764,4.0,0.236,85.17,0,36.61,118355,118355,118355,1
118356,2.71,2.832,0.122,42.36,0,12.04,118356,118356,118356,2
118357,3.091,3.552,0.461,69.47,0,26.5,118357,118357,118357,1
118358,3.484,3.813,0.329,75.31,0,27.7,118358,118358,118358,1
118359,2.469,2.548,0.079,56.0,0,11.67,118359,118359,118359,1
118360,3.49,3.555,0.065,66.02,0,17.08,118360,118360,118360,3
118361,2.392,2.782,0.39,79.02,0,23.77,118361,118361,118361,2
118362,3.388,3.567,0.179,73.63,0,19.49,118362,118362,118362,3
118363,2.511,2.627,0.116,56.18,0,15.78,118363,118363,118363,1
118364,2.901,3.422,0.521,90.44,0,18.54,118364,118364,118364,1
118365,3.496,3.694,0.198,65.39,0,17.87,118365,118365,118365,1
118366,3.119,3.488,0.369,60.25,0,32.1,118366,118366,118366,2
118367,3.628,3.821,0.193,72.21,0,12.04,118367,118367,118367,2
118368,3.873,4.0,0.127,59.67,0,23.83,118368,118368,118368,2
118369,3.087,3.341,0.254,99.33,0,17.18,118369,118369,118369,2
118370,3.689,3.678,-0.011,65.82,0,10.72,118370,118370,118370,2
118371,2.986,2.937,-0.049,69.61,0,8.24,118371,118371,118371,1
118372,3.047,3.218,0.171,82.88,0,14.6,118372,118372,118372,2
118373,3.057,3.126,0.069,84.68,0,18.05,118373,118373,118373,3
118374,3.114,3.227,0.113,84.98,0,28.32,118374,118374,118374,2
118375,2.713,3.195,0.482,100.0,0,29.87,118375,118375,118375,2
118376,3.488,3.725,0.237,79.03,0,20.06,118376,118376,118376,3
118377,3.304,3.512,0.208,91.37,0,11.1,118377,118377,118377,3
118378,3.724,4.0,0.276,59.79,0,21.36,118378,118378,118378,3
118379,3.676,3.844,0.168,76.53,0,17.51,118379,118379,118379,1
118380,3.497,3.761,0.264,82.37,0,16.78,118380,118380,118380,2
118381,3.393,3.647,0.254,50.32,0,13.01,118381,118381,118381,2
118382,3.373,3.456,0.083,58.96,0,13.78,118382,118382,118382,1
118383,3.378,3.671,0.293,63.98,0,28.48,118383,118383,118383,3
118384,3.858,4.0,0.142,83.26,0,18.77,118384,118384,118384,1
118385,3.337,3.468,0.131,50.22,0,13.74,118385,118385,118385,2
118386,3.212,3.447,0.235,69.61,0,24.56,118386,118386,118386,2
118387,3.916,4.0,0.084,69.62,0,16.74,118387,118387,118387,3
118388,2.447,2.182,-0.265,68.57,1,11.43,118388,118388,118388,2
118389,3.739,3.845,0.106,62.4,0,15.21,118389,118389,118389,3
118390,3.694,4.0,0.306,80.01,0,27.21,118390,118390,118390,1
118391,3.305,3.922,0.617,63.51,0,20.19,118391,118391,118391,1
118392,3.569,3.876,0.307,65.39,0,9.98,118392,118392,118392,3
118393,2.267,2.644,0.377,77.36,0,14.12,118393,118393,118393,2
118394,3.618,3.837,0.219,50.72,0,12.84,118394,118394,118394,2
118395,2.476,2.803,0.327,61.34,0,15.2,118395,118395,118395,1
118396,2.474,2.447,-0.027,68.92,1,16.26,118396,118396,118396,1
118397,2.898,3.368,0.47,79.88,0,15.41,118397,118397,118397,2
118398,3.063,3.226,0.163,77.08,0,12.72,118398,118398,118398,1
118399,3.894,4.0,0.106,67.78,0,19.83,118399,118399,118399,1
118400,3.16,3.177,0.017,78.53,0,11.33,118400,118400,118400,3
118401,3.281,3.238,-0.043,65.3,0,14.06,118401,118401,118401,3
118402,3.108,3.475,0.367,61.14,0,33.74,118402,118402,118402,2
118403,3.344,3.881,0.537,73.85,0,37.48,118403,118403,118403,2
118404,3.153,3.534,0.381,77.71,0,32.94,118404,118404,118404,3
118405,3.063,3.363,0.3,66.96,0,36.23,118405,118405,118405,2
118406,3.662,3.742,0.08,80.65,0,17.95,118406,118406,118406,1
118407,2.803,3.026,0.223,83.14,0,25.37,118407,118407,118407,1
118408,3.546,4.0,0.454,73.97,0,20.49,118408,118408,118408,1
118409,3.117,3.257,0.14,100.0,0,25.73,118409,118409,118409,2
118410,3.388,3.878,0.49,86.89,0,18.59,118410,118410,118410,2
118411,3.271,3.464,0.193,77.81,0,13.29,118411,118411,118411,3
118412,3.083,3.433,0.35,100.0,0,12.04,118412,118412,118412,2
118413,3.219,3.788,0.569,89.7,0,34.01,118413,118413,118413,2
118414,3.062,3.217,0.155,84.42,0,21.24,118414,118414,118414,3
118415,3.697,3.887,0.19,89.76,0,14.01,118415,118415,118415,2
118416,2.999,3.367,0.368,73.16,0,29.06,118416,118416,118416,3
118417,3.342,3.715,0.373,81.29,0,28.5,118417,118417,118417,1
118418,3.209,3.673,0.464,75.53,0,21.52,118418,118418,118418,1
118419,2.807,2.97,0.163,66.19,0,38.21,118419,118419,118419,3
118420,3.267,3.255,-0.012,82.02,0,8.69,118420,118420,118420,2
118421,3.128,3.244,0.116,84.57,0,18.72,118421,118421,118421,2
118422,2.798,2.716,-0.082,76.35,0,24.91,118422,118422,118422,3
118423,3.722,3.954,0.232,40.8,0,20.79,118423,118423,118423,2
118424,3.323,3.713,0.39,88.36,0,30.24,118424,118424,118424,2
118425,3.871,3.138,-0.733,42.91,1,40.72,118425,118425,118425,2
118426,3.264,3.581,0.317,85.58,0,17.32,118426,118426,118426,3
118427,3.363,3.176,-0.187,76.41,0,8.46,118427,118427,118427,3
118428,2.966,3.21,0.244,90.72,0,24.18,118428,118428,118428,3
118429,2.717,3.065,0.348,76.32,0,30.79,118429,118429,118429,3
118430,2.232,2.367,0.135,81.51,1,5.94,118430,118430,118430,3
118431,3.539,3.926,0.387,88.39,0,18.57,118431,118431,118431,2
118432,2.976,3.178,0.202,80.55,0,9.94,118432,118432,118432,1
118433,3.841,3.685,-0.156,67.43,0,16.16,118433,118433,118433,3
118434,1.641,1.911,0.27,70.75,1,19.71,118434,118434,118434,3
118435,3.325,3.463,0.138,58.15,0,20.19,118435,118435,118435,3
118436,3.516,3.757,0.241,52.0,0,34.03,118436,118436,118436,2
118437,2.797,3.046,0.249,74.23,0,12.55,118437,118437,118437,1
118438,3.638,3.823,0.185,83.39,0,23.91,118438,118438,118438,3
118439,3.034,3.565,0.531,94.19,0,22.77,118439,118439,118439,2
118440,3.099,3.28,0.181,74.89,0,20.1,118440,118440,118440,2
118441,2.762,2.992,0.23,69.47,0,10.64,118441,118441,118441,1
118442,3.354,3.693,0.339,77.85,0,18.17,118442,118442,118442,3
118443,3.536,3.561,0.025,68.37,0,6.92,118443,118443,118443,3
118444,3.283,3.606,0.323,88.98,0,22.51,118444,118444,118444,1
118445,2.908,3.516,0.608,80.45,0,45.07,118445,118445,118445,2
118446,3.293,3.531,0.238,69.29,0,20.65,118446,118446,118446,1
118447,3.179,3.568,0.389,96.38,0,30.72,118447,118447,118447,2
118448,2.999,3.381,0.382,72.99,0,19.28,118448,118448,118448,2
118449,3.8,4.0,0.2,72.26,0,11.56,118449,118449,118449,2
118450,3.054,3.318,0.264,66.3,0,19.67,118450,118450,118450,1
118451,2.829,3.104,0.275,77.41,0,25.71,118451,118451,118451,2
118452,3.104,3.218,0.114,59.37,0,15.2,118452,118452,118452,2
118453,2.784,3.107,0.323,92.88,0,28.17,118453,118453,118453,2
118454,2.483,2.754,0.271,70.11,0,21.99,118454,118454,118454,2
118455,3.234,3.189,-0.045,47.17,0,9.86,118455,118455,118455,3
118456,3.864,4.0,0.136,72.36,0,18.34,118456,118456,118456,3
118457,3.462,3.625,0.163,82.78,0,18.34,118457,118457,118457,2
118458,3.355,3.64,0.285,93.2,0,25.63,118458,118458,118458,3
118459,1.647,1.737,0.09,78.87,1,22.3,118459,118459,118459,3
118460,3.519,3.814,0.295,65.65,0,16.72,118460,118460,118460,2
118461,3.072,3.415,0.343,77.06,0,9.4,118461,118461,118461,2
118462,3.325,3.61,0.285,81.74,0,25.34,118462,118462,118462,2
118463,1.973,2.207,0.234,65.28,1,29.75,118463,118463,118463,3
118464,3.432,3.316,-0.116,80.48,0,6.51,118464,118464,118464,1
118465,3.334,3.688,0.354,81.82,0,9.58,118465,118465,118465,3
118466,2.89,3.092,0.202,58.14,0,11.49,118466,118466,118466,2
118467,3.757,4.0,0.243,63.81,0,18.14,118467,118467,118467,2
118468,2.907,3.23,0.323,97.6,0,16.46,118468,118468,118468,1
118469,3.653,3.802,0.149,73.39,0,14.07,118469,118469,118469,2
118470,3.904,3.81,-0.094,90.18,0,20.48,118470,118470,118470,1
118471,3.479,3.471,-0.008,65.33,0,11.81,118471,118471,118471,2
118472,3.41,3.757,0.347,79.87,0,16.01,118472,118472,118472,3
118473,2.917,2.896,-0.021,48.97,0,12.28,118473,118473,118473,2
118474,3.676,3.823,0.147,67.21,0,19.99,118474,118474,118474,2
118475,3.222,3.553,0.331,100.0,0,27.12,118475,118475,118475,3
118476,2.949,2.995,0.046,70.48,0,20.24,118476,118476,118476,1
118477,3.27,3.566,0.296,72.38,0,18.03,118477,118477,118477,1
118478,3.327,3.247,-0.08,73.94,0,27.44,118478,118478,118478,3
118479,3.441,3.703,0.262,77.21,0,25.39,118479,118479,118479,2
118480,3.482,3.543,0.061,96.91,0,14.72,118480,118480,118480,2
118481,2.834,2.984,0.15,84.62,0,23.9,118481,118481,118481,3
118482,2.909,3.15,0.241,62.26,0,32.03,118482,118482,118482,2
118483,2.84,3.37,0.53,96.0,0,21.08,118483,118483,118483,2
