uso_ia_id,Student_ID,Weekly_GenAI_Hours,Nivel_Uso_IA,Uso_IA_Encoded,Primary_Use_Case,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours
118687,118687,5.72,Medio,1,Ideation,2,0,12.0
118688,118688,23.06,Alto,2,Debugging/Troubleshooting,4,1,9.81
118689,118689,5.09,Medio,1,Copywriting/Drafting,1,0,11.29
118690,118690,5.36,Medio,1,Direct_Answer_Generation,4,0,12.44
118691,118691,9.4,Medio,1,Copywriting/Drafting,1,0,10.75
118692,118692,9.34,Medio,1,Debugging/Troubleshooting,4,1,1.0
118693,118693,2.22,Bajo,0,Ideation,3,1,10.48
118694,118694,8.45,Medio,1,Debugging/Troubleshooting,3,0,14.02
118695,118695,0.91,Bajo,0,Copywriting/Drafting,3,0,12.71
118696,118696,6.28,Medio,1,Debugging/Troubleshooting,2,0,18.28
118697,118697,0.27,Bajo,0,Copywriting/Drafting,3,0,6.5
118698,118698,7.8,Medio,1,Copywriting/Drafting,1,1,4.21
118699,118699,26.53,Alto,2,Debugging/Troubleshooting,3,0,6.38
118700,118700,6.3,Medio,1,Ideation,4,1,13.9
118701,118701,4.68,Bajo,0,Copywriting/Drafting,2,0,15.67
118702,118702,13.92,Medio,1,Direct_Answer_Generation,2,1,1.0
118703,118703,7.21,Medio,1,Ideation,1,0,8.1
118704,118704,8.15,Medio,1,Summarizing_Reading,3,0,2.72
118705,118705,1.85,Bajo,0,Debugging/Troubleshooting,2,0,14.09
118706,118706,1.82,Bajo,0,Copywriting/Drafting,3,1,9.94
118707,118707,6.7,Medio,1,Copywriting/Drafting,5,0,8.64
118708,118708,19.06,Alto,2,Copywriting/Drafting,2,1,20.17
118709,118709,2.31,Bajo,0,Summarizing_Reading,3,0,4.71
118710,118710,18.39,Alto,2,Copywriting/Drafting,3,0,9.61
118711,118711,16.2,Alto,2,Debugging/Troubleshooting,2,0,3.42
118712,118712,1.79,Bajo,0,Ideation,3,0,21.27
118713,118713,6.41,Medio,1,Summarizing_Reading,1,0,14.57
118714,118714,16.13,Alto,2,Copywriting/Drafting,3,1,10.42
118715,118715,0.33,Bajo,0,Ideation,1,0,9.96
118716,118716,14.08,Medio,1,Ideation,1,0,17.56
118717,118717,6.34,Medio,1,Copywriting/Drafting,1,1,17.07
118718,118718,40.0,Alto,2,Summarizing_Reading,2,1,13.91
118719,118719,14.1,Medio,1,Copywriting/Drafting,3,0,9.65
118720,118720,27.78,Alto,2,Debugging/Troubleshooting,4,1,10.73
118721,118721,11.5,Medio,1,Summarizing_Reading,2,1,12.31
118722,118722,0.96,Bajo,0,Ideation,3,1,6.29
118723,118723,1.28,Bajo,0,Ideation,2,1,17.3
118724,118724,21.36,Alto,2,Copywriting/Drafting,3,1,15.43
118725,118725,1.83,Bajo,0,Debugging/Troubleshooting,5,1,21.2
118726,118726,10.39,Medio,1,Debugging/Troubleshooting,3,1,8.51
118727,118727,6.72,Medio,1,Debugging/Troubleshooting,3,1,12.11
118728,118728,3.53,Bajo,0,Summarizing_Reading,5,0,9.43
118729,118729,24.55,Alto,2,Ideation,4,0,7.78
118730,118730,2.68,Bajo,0,Ideation,3,0,16.88
118731,118731,7.03,Medio,1,Summarizing_Reading,3,1,11.62
118732,118732,2.81,Bajo,0,Debugging/Troubleshooting,2,0,10.16
118733,118733,1.87,Bajo,0,Ideation,1,0,1.0
118734,118734,3.23,Bajo,0,Summarizing_Reading,1,0,6.52
118735,118735,12.94,Medio,1,Summarizing_Reading,3,1,7.54
118736,118736,1.2,Bajo,0,Direct_Answer_Generation,1,0,8.03
118737,118737,0.6,Bajo,0,Debugging/Troubleshooting,1,0,8.96
118738,118738,40.0,Alto,2,Debugging/Troubleshooting,5,1,8.67
118739,118739,13.75,Medio,1,Direct_Answer_Generation,1,0,3.92
118740,118740,1.05,Bajo,0,Debugging/Troubleshooting,3,0,8.76
118741,118741,2.64,Bajo,0,Ideation,3,0,9.73
118742,118742,1.3,Bajo,0,Direct_Answer_Generation,4,1,13.02
118743,118743,11.81,Medio,1,Copywriting/Drafting,1,1,8.08
118744,118744,13.05,Medio,1,Summarizing_Reading,5,1,10.45
118745,118745,12.33,Medio,1,Copywriting/Drafting,4,0,6.5
118746,118746,7.63,Medio,1,Summarizing_Reading,3,1,17.86
118747,118747,20.55,Alto,2,Copywriting/Drafting,3,0,9.05
118748,118748,1.66,Bajo,0,Copywriting/Drafting,3,1,14.17
118749,118749,8.39,Medio,1,Summarizing_Reading,2,0,14.31
118750,118750,3.07,Bajo,0,Copywriting/Drafting,4,0,7.95
118751,118751,24.66,Alto,2,Copywriting/Drafting,1,1,4.78
118752,118752,3.81,Bajo,0,Ideation,3,1,12.81
118753,118753,5.93,Medio,1,Debugging/Troubleshooting,4,0,12.59
118754,118754,5.04,Medio,1,Ideation,3,0,7.15
118755,118755,8.68,Medio,1,Copywriting/Drafting,1,0,5.67
118756,118756,10.7,Medio,1,Debugging/Troubleshooting,5,0,13.05
118757,118757,23.84,Alto,2,Debugging/Troubleshooting,3,1,3.52
118758,118758,7.53,Medio,1,Debugging/Troubleshooting,1,0,20.99
118759,118759,22.54,Alto,2,Ideation,2,0,12.94
118760,118760,0.16,Bajo,0,Ideation,2,1,5.54
118761,118761,17.78,Alto,2,Debugging/Troubleshooting,2,1,7.68
118762,118762,0.87,Bajo,0,Debugging/Troubleshooting,2,1,11.41
118763,118763,5.57,Medio,1,Summarizing_Reading,3,1,8.6
118764,118764,3.85,Bajo,0,Debugging/Troubleshooting,4,0,10.3
118765,118765,2.47,Bajo,0,Direct_Answer_Generation,3,0,7.39
118766,118766,12.81,Medio,1,Debugging/Troubleshooting,3,0,16.67
118767,118767,0.56,Bajo,0,Summarizing_Reading,5,0,6.98
118768,118768,1.56,Bajo,0,Copywriting/Drafting,3,1,13.81
118769,118769,10.45,Medio,1,Ideation,1,1,10.61
118770,118770,4.2,Bajo,0,Direct_Answer_Generation,3,0,8.82
118771,118771,4.45,Bajo,0,Debugging/Troubleshooting,4,1,13.42
118772,118772,0.42,Bajo,0,Summarizing_Reading,1,1,12.55
118773,118773,2.16,Bajo,0,Summarizing_Reading,3,0,17.39
118774,118774,7.0,Medio,1,Summarizing_Reading,2,0,13.9
118775,118775,1.59,Bajo,0,Debugging/Troubleshooting,1,1,4.55
118776,118776,13.58,Medio,1,Copywriting/Drafting,1,0,7.15
118777,118777,5.62,Medio,1,Debugging/Troubleshooting,5,0,17.54
118778,118778,28.92,Alto,2,Debugging/Troubleshooting,1,0,15.12
118779,118779,18.94,Alto,2,Summarizing_Reading,3,0,12.37
118780,118780,0.39,Bajo,0,Debugging/Troubleshooting,2,0,15.81
118781,118781,4.09,Bajo,0,Copywriting/Drafting,5,0,6.0
118782,118782,40.0,Alto,2,Debugging/Troubleshooting,2,1,11.12
118783,118783,8.13,Medio,1,Debugging/Troubleshooting,4,0,14.32
118784,118784,2.91,Bajo,0,Debugging/Troubleshooting,2,1,9.25
118785,118785,6.19,Medio,1,Ideation,2,0,18.38
118786,118786,6.13,Medio,1,Debugging/Troubleshooting,4,0,10.42
118787,118787,0.08,Bajo,0,Debugging/Troubleshooting,1,1,7.27
118788,118788,20.39,Alto,2,Summarizing_Reading,3,0,1.0
118789,118789,8.91,Medio,1,Summarizing_Reading,3,0,8.1
118790,118790,34.0,Alto,2,Copywriting/Drafting,3,0,15.45
118791,118791,2.99,Bajo,0,Direct_Answer_Generation,3,0,12.38
118792,118792,6.95,Medio,1,Copywriting/Drafting,2,0,10.96
118793,118793,2.43,Bajo,0,Debugging/Troubleshooting,2,1,17.3
118794,118794,8.32,Medio,1,Copywriting/Drafting,1,1,9.72
118795,118795,5.71,Medio,1,Debugging/Troubleshooting,1,1,1.0
118796,118796,20.62,Alto,2,Ideation,5,1,5.45
118797,118797,0.11,Bajo,0,Copywriting/Drafting,3,0,14.46
118798,118798,4.13,Bajo,0,Summarizing_Reading,3,0,11.38
118799,118799,2.67,Bajo,0,Debugging/Troubleshooting,1,0,1.0
118800,118800,0.72,Bajo,0,Debugging/Troubleshooting,5,0,8.02
118801,118801,29.8,Alto,2,Ideation,1,1,5.44
118802,118802,0.0,Bajo,0,Summarizing_Reading,2,0,12.89
118803,118803,7.99,Medio,1,Copywriting/Drafting,2,0,14.02
118804,118804,1.82,Bajo,0,Debugging/Troubleshooting,2,1,11.54
118805,118805,3.93,Bajo,0,Copywriting/Drafting,2,1,5.38
118806,118806,4.8,Bajo,0,Copywriting/Drafting,2,1,5.61
118807,118807,0.88,Bajo,0,Direct_Answer_Generation,5,0,21.54
118808,118808,3.34,Bajo,0,Ideation,4,0,18.06
118809,118809,23.05,Alto,2,Copywriting/Drafting,4,0,1.7
118810,118810,0.6,Bajo,0,Summarizing_Reading,4,0,11.85
118811,118811,16.24,Alto,2,Copywriting/Drafting,3,0,12.08
118812,118812,1.06,Bajo,0,Debugging/Troubleshooting,2,0,3.76
118813,118813,10.52,Medio,1,Debugging/Troubleshooting,3,1,11.99
118814,118814,10.13,Medio,1,Summarizing_Reading,2,0,7.13
118815,118815,6.05,Medio,1,Ideation,3,0,11.9
118816,118816,2.39,Bajo,0,Debugging/Troubleshooting,1,1,17.82
118817,118817,9.26,Medio,1,Debugging/Troubleshooting,5,0,2.64
118818,118818,7.45,Medio,1,Ideation,1,0,2.52
118819,118819,4.77,Bajo,0,Summarizing_Reading,3,0,12.34
118820,118820,7.66,Medio,1,Debugging/Troubleshooting,3,0,11.08
118821,118821,25.53,Alto,2,Direct_Answer_Generation,1,0,10.26
118822,118822,11.53,Medio,1,Summarizing_Reading,2,0,10.43
118823,118823,9.77,Medio,1,Copywriting/Drafting,2,0,20.63
118824,118824,5.26,Medio,1,Summarizing_Reading,3,0,9.44
118825,118825,1.92,Bajo,0,Ideation,4,0,13.44
118826,118826,7.1,Medio,1,Ideation,4,1,7.88
118827,118827,0.33,Bajo,0,Copywriting/Drafting,2,1,18.83
118828,118828,13.37,Medio,1,Copywriting/Drafting,1,0,14.39
118829,118829,1.78,Bajo,0,Summarizing_Reading,5,0,10.33
118830,118830,9.19,Medio,1,Ideation,3,1,1.0
118831,118831,4.06,Bajo,0,Debugging/Troubleshooting,5,0,4.55
118832,118832,1.2,Bajo,0,Copywriting/Drafting,3,1,11.64
118833,118833,11.75,Medio,1,Direct_Answer_Generation,2,1,14.46
118834,118834,3.79,Bajo,0,Summarizing_Reading,1,0,8.61
118835,118835,0.02,Bajo,0,Ideation,1,0,17.9
118836,118836,10.1,Medio,1,Direct_Answer_Generation,5,1,17.25
118837,118837,0.58,Bajo,0,Copywriting/Drafting,4,1,20.79
118838,118838,9.73,Medio,1,Direct_Answer_Generation,3,0,17.34
118839,118839,6.14,Medio,1,Summarizing_Reading,1,1,8.19
118840,118840,4.66,Bajo,0,Debugging/Troubleshooting,3,0,12.98
118841,118841,10.02,Medio,1,Debugging/Troubleshooting,2,0,1.84
118842,118842,6.35,Medio,1,Summarizing_Reading,4,0,7.16
118843,118843,17.67,Alto,2,Summarizing_Reading,4,0,13.23
118844,118844,1.77,Bajo,0,Ideation,4,0,8.0
118845,118845,40.0,Alto,2,Ideation,3,1,12.52
118846,118846,16.48,Alto,2,Copywriting/Drafting,4,1,5.47
118847,118847,1.28,Bajo,0,Summarizing_Reading,3,1,4.89
118848,118848,5.88,Medio,1,Summarizing_Reading,2,0,3.33
118849,118849,14.58,Medio,1,Summarizing_Reading,3,1,2.33
118850,118850,0.38,Bajo,0,Ideation,3,0,21.82
118851,118851,6.56,Medio,1,Summarizing_Reading,1,0,15.55
118852,118852,3.21,Bajo,0,Debugging/Troubleshooting,3,0,16.74
118853,118853,2.94,Bajo,0,Debugging/Troubleshooting,3,1,20.14
118854,118854,0.87,Bajo,0,Direct_Answer_Generation,2,0,1.0
118855,118855,8.78,Medio,1,Summarizing_Reading,5,1,16.85
118856,118856,6.73,Medio,1,Copywriting/Drafting,1,0,16.85
118857,118857,16.74,Alto,2,Debugging/Troubleshooting,2,1,17.88
118858,118858,15.5,Alto,2,Ideation,3,0,4.3
118859,118859,8.69,Medio,1,Debugging/Troubleshooting,2,0,3.32
118860,118860,34.0,Alto,2,Ideation,3,0,8.79
118861,118861,1.99,Bajo,0,Debugging/Troubleshooting,5,1,8.44
118862,118862,21.34,Alto,2,Copywriting/Drafting,4,1,4.19
118863,118863,2.94,Bajo,0,Debugging/Troubleshooting,5,1,20.01
118864,118864,12.34,Medio,1,Debugging/Troubleshooting,4,0,23.96
118865,118865,10.17,Medio,1,Ideation,5,0,12.58
118866,118866,3.43,Bajo,0,Direct_Answer_Generation,3,0,8.35
118867,118867,5.48,Medio,1,Debugging/Troubleshooting,3,1,17.47
118868,118868,0.71,Bajo,0,Debugging/Troubleshooting,2,0,14.01
118869,118869,3.36,Bajo,0,Debugging/Troubleshooting,3,1,9.66
118870,118870,7.56,Medio,1,Copywriting/Drafting,1,1,13.61
118871,118871,4.75,Bajo,0,Direct_Answer_Generation,1,1,13.45
118872,118872,1.67,Bajo,0,Copywriting/Drafting,3,0,19.08
118873,118873,3.32,Bajo,0,Ideation,2,0,18.59
118874,118874,9.78,Medio,1,Debugging/Troubleshooting,1,1,22.08
118875,118875,7.33,Medio,1,Direct_Answer_Generation,4,0,4.8
118876,118876,4.28,Bajo,0,Summarizing_Reading,3,0,11.34
118877,118877,12.82,Medio,1,Debugging/Troubleshooting,3,1,16.02
118878,118878,1.96,Bajo,0,Debugging/Troubleshooting,2,0,20.79
118879,118879,1.27,Bajo,0,Debugging/Troubleshooting,3,0,10.83
118880,118880,11.15,Medio,1,Debugging/Troubleshooting,3,0,5.05
118881,118881,0.17,Bajo,0,Direct_Answer_Generation,3,0,10.7
118882,118882,4.93,Bajo,0,Copywriting/Drafting,1,0,8.69
118883,118883,5.33,Medio,1,Ideation,4,0,10.65
118884,118884,21.13,Alto,2,Summarizing_Reading,1,1,4.88
118885,118885,11.54,Medio,1,Summarizing_Reading,2,1,3.67
118886,118886,0.81,Bajo,0,Summarizing_Reading,2,1,6.01
118887,118887,3.35,Bajo,0,Copywriting/Drafting,1,0,18.17
118888,118888,7.96,Medio,1,Ideation,1,1,7.07
118889,118889,3.86,Bajo,0,Debugging/Troubleshooting,4,0,16.06
118890,118890,17.92,Alto,2,Debugging/Troubleshooting,3,0,9.35
118891,118891,0.64,Bajo,0,Copywriting/Drafting,1,0,11.64
118892,118892,2.25,Bajo,0,Copywriting/Drafting,2,0,8.62
118893,118893,9.0,Medio,1,Ideation,4,0,21.73
118894,118894,2.99,Bajo,0,Summarizing_Reading,2,1,6.19
118895,118895,11.25,Medio,1,Ideation,3,0,15.6
118896,118896,2.31,Bajo,0,Ideation,3,0,14.15
118897,118897,3.36,Bajo,0,Summarizing_Reading,2,1,12.1
118898,118898,14.58,Medio,1,Copywriting/Drafting,1,1,7.49
118899,118899,7.77,Medio,1,Debugging/Troubleshooting,3,0,9.42
118900,118900,2.41,Bajo,0,Ideation,4,1,18.22
118901,118901,1.04,Bajo,0,Copywriting/Drafting,5,1,8.87
118902,118902,10.52,Medio,1,Copywriting/Drafting,3,0,5.33
118903,118903,15.51,Alto,2,Copywriting/Drafting,3,1,14.79
118904,118904,9.42,Medio,1,Copywriting/Drafting,1,1,16.77
118905,118905,1.78,Bajo,0,Summarizing_Reading,5,0,9.07
118906,118906,12.4,Medio,1,Debugging/Troubleshooting,2,1,16.6
118907,118907,0.2,Bajo,0,Copywriting/Drafting,2,1,8.71
118908,118908,3.09,Bajo,0,Copywriting/Drafting,2,1,8.98
118909,118909,6.43,Medio,1,Direct_Answer_Generation,2,1,9.95
118910,118910,2.27,Bajo,0,Debugging/Troubleshooting,2,1,16.39
118911,118911,8.09,Medio,1,Direct_Answer_Generation,1,0,17.33
118912,118912,2.35,Bajo,0,Summarizing_Reading,4,1,15.28
118913,118913,10.5,Medio,1,Summarizing_Reading,2,0,3.86
118914,118914,14.07,Medio,1,Ideation,4,1,17.36
118915,118915,7.03,Medio,1,Debugging/Troubleshooting,3,0,13.26
118916,118916,8.88,Medio,1,Copywriting/Drafting,3,0,3.34
118917,118917,2.53,Bajo,0,Direct_Answer_Generation,2,0,11.87
118918,118918,13.2,Medio,1,Copywriting/Drafting,3,0,11.04
118919,118919,26.14,Alto,2,Summarizing_Reading,1,0,11.01
118920,118920,8.55,Medio,1,Direct_Answer_Generation,4,0,5.9
118921,118921,2.59,Bajo,0,Summarizing_Reading,2,1,23.46
118922,118922,22.32,Alto,2,Direct_Answer_Generation,3,1,14.95
118923,118923,6.89,Medio,1,Ideation,5,0,7.73
118924,118924,6.72,Medio,1,Copywriting/Drafting,3,0,10.94
118925,118925,11.45,Medio,1,Debugging/Troubleshooting,3,1,12.5
118926,118926,1.35,Bajo,0,Ideation,2,0,16.95
118927,118927,6.81,Medio,1,Summarizing_Reading,3,0,6.79
118928,118928,6.33,Medio,1,Summarizing_Reading,1,0,1.88
118929,118929,4.07,Bajo,0,Debugging/Troubleshooting,3,0,11.33
118930,118930,34.54,Alto,2,Debugging/Troubleshooting,1,1,6.42
118931,118931,4.36,Bajo,0,Summarizing_Reading,2,0,7.47
118932,118932,13.04,Medio,1,Summarizing_Reading,2,1,15.37
118933,118933,1.72,Bajo,0,Ideation,2,0,5.85
118934,118934,21.87,Alto,2,Ideation,2,1,5.54
118935,118935,23.31,Alto,2,Debugging/Troubleshooting,3,1,6.98
118936,118936,27.08,Alto,2,Copywriting/Drafting,2,0,7.79
118937,118937,22.7,Alto,2,Ideation,4,0,10.2
118938,118938,8.45,Medio,1,Copywriting/Drafting,4,1,6.43
118939,118939,0.76,Bajo,0,Ideation,1,1,9.58
118940,118940,9.28,Medio,1,Summarizing_Reading,3,0,6.23
118941,118941,9.85,Medio,1,Copywriting/Drafting,3,1,11.52
118942,118942,4.47,Bajo,0,Debugging/Troubleshooting,1,1,9.88
118943,118943,8.35,Medio,1,Copywriting/Drafting,4,0,14.43
118944,118944,1.92,Bajo,0,Debugging/Troubleshooting,3,0,7.76
118945,118945,0.18,Bajo,0,Copywriting/Drafting,2,0,15.92
118946,118946,0.45,Bajo,0,Direct_Answer_Generation,4,0,10.24
118947,118947,4.44,Bajo,0,Ideation,4,1,12.79
118948,118948,14.62,Medio,1,Direct_Answer_Generation,2,1,14.73
118949,118949,9.79,Medio,1,Ideation,3,1,21.88
118950,118950,7.11,Medio,1,Debugging/Troubleshooting,2,0,13.11
118951,118951,2.45,Bajo,0,Direct_Answer_Generation,2,1,1.91
118952,118952,4.35,Bajo,0,Ideation,1,0,5.34
118953,118953,14.53,Medio,1,Copywriting/Drafting,2,0,8.01
118954,118954,1.48,Bajo,0,Ideation,4,0,16.4
118955,118955,16.26,Alto,2,Copywriting/Drafting,2,1,6.21
118956,118956,1.31,Bajo,0,Ideation,2,1,9.2
118957,118957,12.01,Medio,1,Copywriting/Drafting,3,1,4.75
118958,118958,2.11,Bajo,0,Summarizing_Reading,4,0,18.01
118959,118959,4.74,Bajo,0,Copywriting/Drafting,5,0,13.21
118960,118960,14.13,Medio,1,Ideation,3,1,11.53
118961,118961,3.21,Bajo,0,Summarizing_Reading,1,0,11.41
118962,118962,11.9,Medio,1,Debugging/Troubleshooting,1,1,6.74
118963,118963,0.97,Bajo,0,Debugging/Troubleshooting,2,1,14.24
118964,118964,3.04,Bajo,0,Debugging/Troubleshooting,4,0,12.8
118965,118965,1.91,Bajo,0,Debugging/Troubleshooting,3,0,11.66
118966,118966,5.53,Medio,1,Copywriting/Drafting,2,1,4.25
118967,118967,18.45,Alto,2,Debugging/Troubleshooting,3,0,17.37
118968,118968,1.03,Bajo,0,Debugging/Troubleshooting,2,0,4.47
118969,118969,2.67,Bajo,0,Ideation,3,0,12.61
118970,118970,2.63,Bajo,0,Ideation,2,1,11.05
118971,118971,3.86,Bajo,0,Summarizing_Reading,1,1,12.18
118972,118972,15.68,Alto,2,Ideation,3,1,4.58
118973,118973,11.5,Medio,1,Copywriting/Drafting,2,1,9.32
118974,118974,8.41,Medio,1,Summarizing_Reading,1,0,20.17
118975,118975,2.74,Bajo,0,Copywriting/Drafting,4,0,12.65
118976,118976,3.26,Bajo,0,Summarizing_Reading,1,0,13.36
118977,118977,17.46,Alto,2,Ideation,4,0,14.55
118978,118978,1.47,Bajo,0,Copywriting/Drafting,3,1,11.63
118979,118979,22.93,Alto,2,Debugging/Troubleshooting,3,1,10.49
118980,118980,0.23,Bajo,0,Ideation,3,1,10.11
118981,118981,0.71,Bajo,0,Copywriting/Drafting,2,0,10.17
118982,118982,6.54,Medio,1,Direct_Answer_Generation,3,1,7.98
118983,118983,10.58,Medio,1,Debugging/Troubleshooting,4,0,7.99
118984,118984,2.77,Bajo,0,Debugging/Troubleshooting,2,0,18.77
118985,118985,0.8,Bajo,0,Ideation,2,1,2.39
118986,118986,9.39,Medio,1,Ideation,1,0,7.57
118987,118987,25.4,Alto,2,Debugging/Troubleshooting,2,1,12.67
118988,118988,6.08,Medio,1,Debugging/Troubleshooting,3,1,4.95
118989,118989,6.09,Medio,1,Copywriting/Drafting,2,1,2.81
118990,118990,13.4,Medio,1,Copywriting/Drafting,5,0,8.82
118991,118991,2.06,Bajo,0,Copywriting/Drafting,3,0,14.93
118992,118992,6.63,Medio,1,Summarizing_Reading,5,1,10.99
118993,118993,6.23,Medio,1,Summarizing_Reading,1,0,4.04
118994,118994,13.29,Medio,1,Ideation,3,0,17.08
118995,118995,8.71,Medio,1,Copywriting/Drafting,1,1,4.4
118996,118996,10.49,Medio,1,Debugging/Troubleshooting,4,1,19.5
118997,118997,1.71,Bajo,0,Summarizing_Reading,3,1,11.05
118998,118998,2.36,Bajo,0,Summarizing_Reading,5,0,7.88
118999,118999,20.27,Alto,2,Copywriting/Drafting,4,0,13.49
119000,119000,15.14,Alto,2,Ideation,4,1,13.19
119001,119001,0.12,Bajo,0,Summarizing_Reading,3,1,26.66
119002,119002,17.16,Alto,2,Debugging/Troubleshooting,5,1,2.62
119003,119003,20.61,Alto,2,Debugging/Troubleshooting,4,1,20.95
119004,119004,0.15,Bajo,0,Summarizing_Reading,2,1,5.25
119005,119005,8.98,Medio,1,Debugging/Troubleshooting,2,0,16.28
119006,119006,27.24,Alto,2,Copywriting/Drafting,1,0,10.42
119007,119007,24.34,Alto,2,Copywriting/Drafting,1,1,15.84
119008,119008,6.25,Medio,1,Summarizing_Reading,3,1,7.86
119009,119009,5.6,Medio,1,Summarizing_Reading,2,0,5.37
119010,119010,12.2,Medio,1,Debugging/Troubleshooting,5,1,3.24
119011,119011,9.09,Medio,1,Copywriting/Drafting,1,1,6.76
119012,119012,12.03,Medio,1,Ideation,4,0,5.44
119013,119013,0.07,Bajo,0,Copywriting/Drafting,3,0,14.89
119014,119014,2.16,Bajo,0,Copywriting/Drafting,2,0,12.99
119015,119015,2.72,Bajo,0,Debugging/Troubleshooting,5,0,21.51
119016,119016,17.07,Alto,2,Debugging/Troubleshooting,3,0,9.39
119017,119017,13.1,Medio,1,Debugging/Troubleshooting,4,0,16.03
119018,119018,10.49,Medio,1,Summarizing_Reading,3,1,10.7
119019,119019,2.71,Bajo,0,Copywriting/Drafting,5,0,3.77
119020,119020,15.08,Alto,2,Direct_Answer_Generation,5,1,7.02
119021,119021,7.23,Medio,1,Debugging/Troubleshooting,4,0,17.23
119022,119022,0.93,Bajo,0,Debugging/Troubleshooting,3,0,4.74
119023,119023,9.24,Medio,1,Ideation,2,0,9.84
119024,119024,4.73,Bajo,0,Summarizing_Reading,1,1,6.33
119025,119025,9.93,Medio,1,Copywriting/Drafting,1,1,14.57
119026,119026,6.2,Medio,1,Ideation,1,0,18.3
119027,119027,31.72,Alto,2,Debugging/Troubleshooting,3,0,5.81
119028,119028,10.49,Medio,1,Ideation,3,1,15.03
119029,119029,10.23,Medio,1,Direct_Answer_Generation,3,0,19.37
119030,119030,10.14,Medio,1,Debugging/Troubleshooting,3,1,10.07
119031,119031,0.97,Bajo,0,Ideation,2,1,11.29
119032,119032,11.9,Medio,1,Debugging/Troubleshooting,2,1,15.82
119033,119033,6.15,Medio,1,Summarizing_Reading,4,1,11.54
119034,119034,4.81,Bajo,0,Copywriting/Drafting,4,0,19.74
119035,119035,4.83,Bajo,0,Summarizing_Reading,2,0,9.84
119036,119036,6.47,Medio,1,Direct_Answer_Generation,4,1,14.84
119037,119037,0.9,Bajo,0,Ideation,3,1,9.88
119038,119038,3.39,Bajo,0,Ideation,1,1,7.71
119039,119039,14.1,Medio,1,Summarizing_Reading,2,1,9.57
119040,119040,13.67,Medio,1,Debugging/Troubleshooting,2,1,9.12
119041,119041,22.89,Alto,2,Ideation,2,1,7.14
119042,119042,7.07,Medio,1,Summarizing_Reading,3,1,18.27
119043,119043,26.0,Alto,2,Summarizing_Reading,2,0,8.07
119044,119044,3.12,Bajo,0,Ideation,3,0,14.85
119045,119045,1.81,Bajo,0,Ideation,4,0,11.75
119046,119046,7.73,Medio,1,Debugging/Troubleshooting,1,0,5.46
119047,119047,4.74,Bajo,0,Summarizing_Reading,2,0,5.07
119048,119048,5.93,Medio,1,Ideation,3,1,14.93
119049,119049,4.39,Bajo,0,Summarizing_Reading,2,1,15.48
119050,119050,0.92,Bajo,0,Copywriting/Drafting,3,0,10.3
119051,119051,15.14,Alto,2,Direct_Answer_Generation,2,1,12.3
119052,119052,0.02,Bajo,0,Debugging/Troubleshooting,3,1,15.39
119053,119053,36.66,Alto,2,Copywriting/Drafting,3,0,10.99
119054,119054,16.05,Alto,2,Ideation,2,1,8.49
119055,119055,12.67,Medio,1,Copywriting/Drafting,5,1,1.13
119056,119056,0.24,Bajo,0,Summarizing_Reading,2,1,8.21
119057,119057,40.0,Alto,2,Ideation,3,0,7.97
119058,119058,24.35,Alto,2,Direct_Answer_Generation,5,0,1.69
119059,119059,36.8,Alto,2,Debugging/Troubleshooting,4,0,6.76
119060,119060,11.22,Medio,1,Summarizing_Reading,3,1,12.83
119061,119061,1.09,Bajo,0,Ideation,3,1,6.43
119062,119062,18.69,Alto,2,Summarizing_Reading,5,0,7.62
119063,119063,7.2,Medio,1,Summarizing_Reading,2,0,5.77
119064,119064,2.32,Bajo,0,Debugging/Troubleshooting,4,0,9.85
119065,119065,1.62,Bajo,0,Summarizing_Reading,4,0,12.12
119066,119066,25.44,Alto,2,Direct_Answer_Generation,3,0,5.77
119067,119067,28.55,Alto,2,Debugging/Troubleshooting,2,1,13.38
119068,119068,9.33,Medio,1,Summarizing_Reading,5,1,6.24
119069,119069,11.02,Medio,1,Ideation,2,0,5.6
119070,119070,40.0,Alto,2,Debugging/Troubleshooting,3,1,2.95
119071,119071,18.54,Alto,2,Debugging/Troubleshooting,3,0,13.1
119072,119072,9.67,Medio,1,Copywriting/Drafting,4,0,3.67
119073,119073,7.35,Medio,1,Copywriting/Drafting,2,1,21.26
119074,119074,8.94,Medio,1,Debugging/Troubleshooting,4,0,14.85
119075,119075,19.79,Alto,2,Summarizing_Reading,3,1,4.82
119076,119076,2.16,Bajo,0,Copywriting/Drafting,4,1,5.45
119077,119077,6.59,Medio,1,Summarizing_Reading,1,1,7.09
119078,119078,2.74,Bajo,0,Debugging/Troubleshooting,4,0,17.5
119079,119079,10.15,Medio,1,Direct_Answer_Generation,3,0,12.37
119080,119080,1.04,Bajo,0,Copywriting/Drafting,2,0,7.98
119081,119081,0.8,Bajo,0,Summarizing_Reading,3,0,12.13
119082,119082,8.2,Medio,1,Debugging/Troubleshooting,1,0,1.96
119083,119083,6.61,Medio,1,Direct_Answer_Generation,2,0,11.18
119084,119084,8.74,Medio,1,Ideation,3,0,18.62
119085,119085,18.09,Alto,2,Debugging/Troubleshooting,3,0,10.74
119086,119086,12.32,Medio,1,Debugging/Troubleshooting,4,0,14.97
119087,119087,13.95,Medio,1,Summarizing_Reading,3,1,5.77
