Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,Cambio_GPA,Nivel_Uso_IA,Dependencia_Alta,Estudio_Total,Riesgo_Academico,Year_Encoded,Prompt_Skill_Encoded,Policy_Encoded,Burnout_Encoded,Uso_IA_Encoded
132586,STEM,Junior,3.464,1.87,Debugging/Troubleshooting,Beginner,2,0,12.88,1,Allowed_With_Citation,3,3.522,75.31,Medium,0.058,Bajo,0,14.75,0,3,1,1,1,0
132587,Arts,Senior,2.997,5.32,Summarizing_Reading,Intermediate,3,0,18.03,1,Allowed_With_Citation,3,3.201,100.0,Medium,0.204,Medio,0,23.35,0,4,2,1,1,1
132588,Medical,Freshman,2.97,0.9,Summarizing_Reading,Beginner,1,0,14.39,1,Strict_Ban,4,3.255,45.14,Low,0.285,Bajo,0,15.29,0,1,1,0,0,0
132589,Medical,Junior,2.991,4.23,Ideation,Intermediate,2,0,17.75,1,Strict_Ban,4,3.458,82.36,Low,0.467,Bajo,0,21.98,0,3,2,0,0,0
132590,STEM,Graduate,2.743,25.09,Debugging/Troubleshooting,Intermediate,4,1,12.52,5,Actively_Encouraged,1,3.044,77.31,High,0.301,Alto,0,37.61,0,5,2,2,2,2
132591,Business,Senior,3.698,7.95,Ideation,Intermediate,5,0,13.39,5,Actively_Encouraged,4,3.932,73.43,Medium,0.234,Medio,0,21.34,0,4,2,2,1,1
132592,STEM,Graduate,3.004,4.93,Debugging/Troubleshooting,Intermediate,3,1,5.97,4,Allowed_With_Citation,2,3.468,70.04,High,0.464,Bajo,0,10.9,0,5,2,1,2,0
132593,Medical,Sophomore,3.194,2.22,Copywriting/Drafting,Beginner,2,1,10.24,2,Allowed_With_Citation,6,3.312,74.77,High,0.118,Bajo,0,12.46,0,2,1,1,2,0
132594,STEM,Freshman,2.345,15.49,Debugging/Troubleshooting,Beginner,3,0,11.51,4,Strict_Ban,9,2.48,85.3,Medium,0.135,Alto,0,27.0,1,1,1,0,1,2
132595,STEM,Sophomore,1.916,2.91,Debugging/Troubleshooting,Advanced,5,1,14.01,4,Allowed_With_Citation,2,2.483,62.84,Medium,0.567,Bajo,0,16.92,1,2,3,1,1,0
132596,Medical,Sophomore,2.903,9.09,Summarizing_Reading,Intermediate,5,0,11.46,3,Allowed_With_Citation,1,3.315,56.73,High,0.412,Medio,0,20.55,0,2,2,1,2,1
132597,Medical,Sophomore,2.822,7.45,Direct_Answer_Generation,Beginner,2,0,7.34,3,Allowed_With_Citation,1,2.829,75.7,Low,0.007,Medio,0,14.79,0,2,1,1,0,1
132598,Business,Junior,2.244,1.52,Debugging/Troubleshooting,Beginner,2,0,9.54,3,Actively_Encouraged,3,2.543,79.98,Low,0.299,Bajo,0,11.06,0,3,1,2,0,0
132599,STEM,Freshman,2.929,1.52,Debugging/Troubleshooting,Intermediate,2,0,15.85,1,Allowed_With_Citation,1,2.924,86.32,Low,-0.005,Bajo,0,17.37,0,1,2,1,0,0
132600,Humanities,Graduate,2.91,2.9,Debugging/Troubleshooting,Beginner,3,1,12.56,3,Actively_Encouraged,7,3.165,98.05,Medium,0.255,Bajo,0,15.46,0,5,1,2,1,0
132601,Arts,Graduate,2.783,10.01,Debugging/Troubleshooting,Intermediate,3,1,14.4,2,Allowed_With_Citation,4,3.128,91.21,Medium,0.345,Medio,0,24.41,0,5,2,1,1,1
132602,Business,Sophomore,2.696,20.92,Copywriting/Drafting,Beginner,3,0,15.41,3,Allowed_With_Citation,5,3.0,86.35,Medium,0.304,Alto,0,36.33,0,2,1,1,1,2
132603,STEM,Senior,2.731,5.22,Ideation,Intermediate,2,1,6.26,1,Allowed_With_Citation,4,2.946,94.73,High,0.215,Medio,0,11.48,0,4,2,1,2,1
132604,STEM,Junior,3.372,0.95,Debugging/Troubleshooting,Intermediate,2,1,4.97,1,Allowed_With_Citation,4,3.328,66.4,Medium,-0.044,Bajo,0,5.92,0,3,2,1,1,0
132605,Arts,Sophomore,3.404,2.51,Debugging/Troubleshooting,Beginner,2,0,3.66,1,Strict_Ban,6,3.55,65.7,Medium,0.146,Bajo,0,6.17,0,2,1,0,1,0
132606,Business,Graduate,3.74,2.45,Ideation,Beginner,1,0,11.33,2,Allowed_With_Citation,5,3.794,81.86,Medium,0.054,Bajo,0,13.78,0,5,1,1,1,0
132607,Business,Sophomore,3.473,2.2,Summarizing_Reading,Advanced,5,0,15.48,5,Allowed_With_Citation,5,3.525,79.58,Medium,0.052,Bajo,0,17.68,0,2,3,1,1,0
132608,Humanities,Junior,2.363,0.4,Summarizing_Reading,Advanced,5,1,8.42,1,Actively_Encouraged,1,2.551,77.47,Low,0.188,Bajo,0,8.82,0,3,3,2,0,0
132609,Business,Sophomore,2.893,14.6,Ideation,Beginner,2,1,13.66,4,Allowed_With_Citation,5,3.139,79.49,Medium,0.246,Medio,0,28.26,0,2,1,1,1,1
132610,Medical,Senior,3.737,15.0,Ideation,Advanced,3,1,7.58,3,Allowed_With_Citation,1,4.0,63.13,High,0.263,Alto,0,22.58,0,4,3,1,2,2
132611,Humanities,Junior,3.735,5.19,Copywriting/Drafting,Intermediate,1,0,9.53,4,Actively_Encouraged,3,3.821,63.9,Low,0.086,Medio,0,14.72,0,3,2,2,0,1
132612,Business,Senior,3.84,18.08,Ideation,Beginner,3,1,14.06,6,Actively_Encouraged,5,4.0,83.34,High,0.16,Alto,0,32.14,0,4,1,2,2,2
132613,STEM,Sophomore,3.276,25.43,Debugging/Troubleshooting,Intermediate,3,0,9.77,4,Allowed_With_Citation,4,3.698,59.65,Medium,0.422,Alto,0,35.2,0,2,2,1,1,2
132614,STEM,Freshman,3.617,16.56,Debugging/Troubleshooting,Advanced,3,1,1.13,6,Actively_Encouraged,7,3.973,100.0,Medium,0.356,Alto,0,17.69,0,1,3,2,1,2
132615,Arts,Sophomore,1.753,4.59,Summarizing_Reading,Beginner,3,0,10.98,4,Actively_Encouraged,4,2.092,64.98,Medium,0.339,Bajo,0,15.57,1,2,1,2,1,0
132616,Arts,Senior,2.345,1.92,Copywriting/Drafting,Beginner,2,0,7.53,2,Allowed_With_Citation,5,2.359,57.08,Low,0.014,Bajo,0,9.45,1,4,1,1,0,0
132617,Business,Sophomore,3.031,9.72,Summarizing_Reading,Intermediate,3,1,7.0,6,Allowed_With_Citation,6,3.181,71.34,Medium,0.15,Medio,0,16.72,0,2,2,1,1,1
132618,STEM,Sophomore,3.194,2.96,Debugging/Troubleshooting,Advanced,3,0,18.27,5,Actively_Encouraged,4,3.294,92.64,Medium,0.1,Bajo,0,21.23,0,2,3,2,1,0
132619,STEM,Junior,2.903,7.6,Debugging/Troubleshooting,Intermediate,4,0,10.94,2,Allowed_With_Citation,7,3.032,75.05,Medium,0.129,Medio,0,18.54,0,3,2,1,1,1
132620,Medical,Sophomore,3.225,1.19,Summarizing_Reading,Intermediate,4,1,10.5,1,Allowed_With_Citation,2,3.397,86.89,Low,0.172,Bajo,0,11.69,0,2,2,1,0,0
132621,STEM,Senior,2.745,23.01,Debugging/Troubleshooting,Beginner,2,0,8.64,7,Strict_Ban,9,3.005,79.75,High,0.26,Alto,1,31.65,0,4,1,0,2,2
132622,Arts,Sophomore,3.477,0.99,Copywriting/Drafting,Intermediate,5,1,8.23,3,Allowed_With_Citation,4,3.674,42.53,Low,0.197,Bajo,0,9.22,0,2,2,1,0,0
132623,STEM,Junior,3.774,0.96,Ideation,Beginner,2,1,13.41,2,Allowed_With_Citation,3,3.957,61.56,Medium,0.183,Bajo,0,14.37,0,3,1,1,1,0
132624,Medical,Junior,2.875,0.96,Summarizing_Reading,Beginner,3,0,4.95,3,Actively_Encouraged,6,3.109,58.81,Medium,0.234,Bajo,0,5.91,0,3,1,2,1,0
132625,Medical,Sophomore,3.231,2.89,Debugging/Troubleshooting,Beginner,3,0,5.25,4,Actively_Encouraged,3,3.465,48.26,Low,0.234,Bajo,0,8.14,0,2,1,2,0,0
132626,STEM,Sophomore,3.433,3.4,Debugging/Troubleshooting,Beginner,2,0,17.06,1,Strict_Ban,6,3.533,68.24,Low,0.1,Bajo,0,20.46,0,2,1,0,0,0
132627,Arts,Junior,2.908,1.21,Copywriting/Drafting,Intermediate,4,0,13.0,2,Strict_Ban,8,3.133,78.88,Medium,0.225,Bajo,0,14.21,0,3,2,0,1,0
132628,STEM,Freshman,3.027,11.48,Summarizing_Reading,Beginner,2,1,13.52,4,Strict_Ban,9,3.531,74.41,High,0.504,Medio,0,25.0,0,1,1,0,2,1
132629,STEM,Sophomore,3.339,9.66,Copywriting/Drafting,Intermediate,3,1,3.89,5,Actively_Encouraged,6,3.195,66.96,Medium,-0.144,Medio,0,13.55,0,2,2,2,1,1
132630,Humanities,Freshman,2.231,9.27,Ideation,Beginner,2,0,13.38,4,Strict_Ban,4,2.266,74.43,Medium,0.035,Medio,0,22.65,1,1,1,0,1,1
132631,Business,Senior,3.624,2.9,Ideation,Beginner,2,0,16.24,3,Strict_Ban,4,4.0,72.89,Low,0.376,Bajo,0,19.14,0,4,1,0,0,0
132632,Humanities,Freshman,3.224,11.3,Copywriting/Drafting,Intermediate,3,1,7.89,2,Allowed_With_Citation,3,3.285,100.0,Low,0.061,Medio,0,19.19,0,1,2,1,0,1
132633,Business,Graduate,3.401,3.44,Direct_Answer_Generation,Beginner,1,0,13.8,3,Allowed_With_Citation,4,3.681,66.32,Low,0.28,Bajo,0,17.24,0,5,1,1,0,0
132634,STEM,Freshman,2.041,2.39,Direct_Answer_Generation,Beginner,3,0,13.63,5,Strict_Ban,6,2.265,66.74,Medium,0.224,Bajo,0,16.02,1,1,1,0,1,0
132635,STEM,Senior,3.394,3.3,Debugging/Troubleshooting,Advanced,3,0,8.85,5,Allowed_With_Citation,3,3.931,93.93,Medium,0.537,Bajo,0,12.15,0,4,3,1,1,0
132636,Business,Senior,2.927,8.06,Ideation,Beginner,2,0,6.5,4,Actively_Encouraged,3,2.873,74.55,Medium,-0.054,Medio,0,14.56,0,4,1,2,1,1
132637,Business,Junior,3.556,2.21,Debugging/Troubleshooting,Beginner,3,1,17.84,2,Strict_Ban,3,3.688,71.53,Low,0.132,Bajo,0,20.05,0,3,1,0,0,0
132638,Business,Freshman,3.519,4.19,Direct_Answer_Generation,Advanced,4,1,16.51,5,Allowed_With_Citation,5,3.69,91.19,Low,0.171,Bajo,0,20.7,0,1,3,1,0,0
132639,Business,Sophomore,2.254,4.32,Ideation,Beginner,3,0,2.48,3,Allowed_With_Citation,2,2.212,67.02,Low,-0.042,Bajo,0,6.8,1,2,1,1,0,0
132640,Medical,Senior,3.633,3.18,Direct_Answer_Generation,Intermediate,3,0,9.92,3,Strict_Ban,1,3.956,65.9,Medium,0.323,Bajo,0,13.1,0,4,2,0,1,0
132641,Humanities,Junior,3.822,18.97,Copywriting/Drafting,Advanced,5,0,1.0,5,Allowed_With_Citation,2,3.74,87.89,Medium,-0.082,Alto,0,19.97,0,3,3,1,1,2
132642,STEM,Junior,3.878,3.49,Copywriting/Drafting,Intermediate,3,0,8.9,3,Actively_Encouraged,1,4.0,79.27,Low,0.122,Bajo,0,12.39,0,3,2,2,0,0
132643,Business,Freshman,2.705,4.0,Ideation,Beginner,2,1,2.13,2,Allowed_With_Citation,4,2.636,72.65,Medium,-0.069,Bajo,0,6.13,0,1,1,1,1,0
132644,Business,Junior,3.32,0.46,Ideation,Intermediate,3,0,8.4,3,Allowed_With_Citation,5,3.471,91.71,Low,0.151,Bajo,0,8.86,0,3,2,1,0,0
132645,Business,Junior,3.234,0.74,Ideation,Beginner,3,1,11.87,2,Allowed_With_Citation,4,3.365,74.72,Low,0.131,Bajo,0,12.61,0,3,1,1,0,0
132646,Business,Freshman,2.962,5.51,Summarizing_Reading,Beginner,1,0,20.65,5,Allowed_With_Citation,5,3.325,70.24,Medium,0.363,Medio,0,26.16,0,1,1,1,1,1
132647,Humanities,Graduate,2.757,9.42,Summarizing_Reading,Intermediate,5,1,9.45,4,Allowed_With_Citation,5,3.131,77.28,High,0.374,Medio,0,18.87,0,5,2,1,2,1
132648,STEM,Senior,3.082,8.88,Debugging/Troubleshooting,Beginner,2,0,3.3,4,Strict_Ban,4,3.441,61.79,Low,0.359,Medio,0,12.18,0,4,1,0,0,1
132649,Business,Sophomore,3.326,5.09,Copywriting/Drafting,Beginner,3,0,9.9,3,Allowed_With_Citation,3,3.453,62.68,Medium,0.127,Medio,0,14.99,0,2,1,1,1,1
132650,STEM,Junior,2.207,7.74,Debugging/Troubleshooting,Advanced,4,0,10.17,4,Allowed_With_Citation,4,2.72,79.69,Medium,0.513,Medio,0,17.91,0,3,3,1,1,1
132651,Humanities,Junior,2.515,0.79,Copywriting/Drafting,Beginner,3,0,7.72,3,Actively_Encouraged,3,2.474,60.37,High,-0.041,Bajo,0,8.51,1,3,1,2,2,0
132652,Humanities,Freshman,3.386,2.87,Summarizing_Reading,Advanced,3,0,9.06,2,Actively_Encouraged,5,3.431,85.82,Medium,0.045,Bajo,0,11.93,0,1,3,2,1,0
132653,Humanities,Junior,3.608,17.26,Copywriting/Drafting,Intermediate,3,1,7.91,4,Actively_Encouraged,2,3.823,86.58,Medium,0.215,Alto,0,25.17,0,3,2,2,1,2
132654,Business,Freshman,3.525,5.16,Ideation,Intermediate,3,0,9.19,2,Strict_Ban,3,3.874,71.8,Medium,0.349,Medio,0,14.35,0,1,2,0,1,1
132655,STEM,Sophomore,3.451,0.9,Direct_Answer_Generation,Advanced,3,0,16.29,2,Allowed_With_Citation,4,3.821,80.24,Medium,0.37,Bajo,0,17.19,0,2,3,1,1,0
132656,Medical,Graduate,2.816,8.73,Debugging/Troubleshooting,Advanced,5,0,10.18,5,Actively_Encouraged,6,3.331,97.07,High,0.515,Medio,0,18.91,0,5,3,2,2,1
132657,Business,Junior,3.703,7.53,Ideation,Beginner,3,0,23.05,2,Actively_Encouraged,3,4.0,86.45,Low,0.297,Medio,0,30.58,0,3,1,2,0,1
132658,Humanities,Freshman,3.068,3.68,Summarizing_Reading,Intermediate,3,0,15.14,1,Allowed_With_Citation,4,3.216,60.56,Medium,0.148,Bajo,0,18.82,0,1,2,1,1,0
132659,STEM,Senior,2.797,11.88,Summarizing_Reading,Advanced,4,1,4.01,4,Actively_Encouraged,9,2.879,88.13,Medium,0.082,Medio,0,15.89,0,4,3,2,1,1
132660,STEM,Graduate,3.258,7.72,Direct_Answer_Generation,Advanced,5,0,4.06,4,Allowed_With_Citation,4,3.338,77.42,Medium,0.08,Medio,0,11.78,0,5,3,1,1,1
132661,Business,Freshman,3.356,0.09,Copywriting/Drafting,Beginner,3,1,17.62,3,Allowed_With_Citation,3,3.47,83.8,Low,0.114,Bajo,0,17.71,0,1,1,1,0,0
132662,Humanities,Senior,2.025,2.19,Copywriting/Drafting,Advanced,3,0,10.21,3,Strict_Ban,3,2.274,80.57,Low,0.249,Bajo,0,12.4,1,4,3,0,0,0
132663,STEM,Senior,2.111,40.0,Debugging/Troubleshooting,Advanced,4,0,12.56,10,Allowed_With_Citation,7,2.391,91.62,High,0.28,Alto,1,52.56,1,4,3,1,2,2
132664,Humanities,Senior,3.054,7.03,Copywriting/Drafting,Beginner,2,0,11.32,4,Allowed_With_Citation,6,3.305,85.93,Low,0.251,Medio,0,18.35,0,4,1,1,0,1
132665,Business,Senior,3.575,10.93,Ideation,Intermediate,2,0,7.91,2,Allowed_With_Citation,3,3.849,82.17,High,0.274,Medio,0,18.84,0,4,2,1,2,1
132666,Business,Graduate,3.482,11.82,Summarizing_Reading,Beginner,2,1,13.87,4,Allowed_With_Citation,6,3.716,80.72,High,0.234,Medio,0,25.69,0,5,1,1,2,1
132667,Business,Freshman,3.579,4.63,Debugging/Troubleshooting,Intermediate,1,0,10.62,3,Strict_Ban,3,3.419,74.32,Low,-0.16,Bajo,0,15.25,0,1,2,0,0,0
132668,Arts,Freshman,2.811,6.34,Copywriting/Drafting,Intermediate,5,0,14.22,2,Allowed_With_Citation,6,3.038,57.65,Medium,0.227,Medio,0,20.56,0,1,2,1,1,1
132669,STEM,Freshman,3.636,5.23,Copywriting/Drafting,Intermediate,2,0,12.36,4,Allowed_With_Citation,3,3.683,66.0,Medium,0.047,Medio,0,17.59,0,1,2,1,1,1
132670,Business,Freshman,3.05,1.99,Debugging/Troubleshooting,Beginner,2,0,18.54,1,Actively_Encouraged,5,3.17,75.6,Medium,0.12,Bajo,0,20.53,0,1,1,2,1,0
132671,STEM,Freshman,3.902,4.53,Direct_Answer_Generation,Intermediate,4,1,10.88,1,Allowed_With_Citation,4,3.666,81.28,Low,-0.236,Bajo,0,15.41,0,1,2,1,0,0
132672,Business,Senior,3.13,3.44,Debugging/Troubleshooting,Intermediate,2,1,9.1,2,Strict_Ban,1,3.222,77.41,Medium,0.092,Bajo,0,12.54,0,4,2,0,1,0
132673,Business,Graduate,2.733,4.99,Ideation,Advanced,4,0,11.62,4,Actively_Encouraged,5,3.339,94.05,High,0.606,Bajo,0,16.61,0,5,3,2,2,0
132674,STEM,Sophomore,3.334,17.07,Debugging/Troubleshooting,Advanced,4,1,7.69,4,Actively_Encouraged,7,4.0,87.16,Low,0.666,Alto,0,24.76,0,2,3,2,0,2
132675,Humanities,Graduate,3.454,1.94,Direct_Answer_Generation,Beginner,3,1,17.73,3,Allowed_With_Citation,4,3.76,83.13,Medium,0.306,Bajo,0,19.67,0,5,1,1,1,0
132676,Arts,Sophomore,3.026,6.54,Direct_Answer_Generation,Advanced,4,0,10.81,2,Actively_Encouraged,4,2.898,92.13,High,-0.128,Medio,0,17.35,0,2,3,2,2,1
132677,STEM,Freshman,3.08,24.04,Direct_Answer_Generation,Advanced,4,1,12.1,8,Actively_Encouraged,8,2.747,41.79,High,-0.333,Alto,1,36.14,1,1,3,2,2,2
132678,Humanities,Senior,3.407,3.09,Ideation,Intermediate,2,0,5.91,1,Allowed_With_Citation,1,3.67,93.11,Medium,0.263,Bajo,0,9.0,0,4,2,1,1,0
132679,Medical,Junior,3.2,0.03,Summarizing_Reading,Intermediate,4,1,4.1,1,Allowed_With_Citation,5,3.588,86.48,Low,0.388,Bajo,0,4.13,0,3,2,1,0,0
132680,Business,Freshman,3.491,15.83,Direct_Answer_Generation,Beginner,1,0,12.32,3,Strict_Ban,8,3.378,72.01,Medium,-0.113,Alto,0,28.15,0,1,1,0,1,2
132681,Business,Graduate,3.777,8.64,Ideation,Advanced,3,0,5.43,3,Strict_Ban,2,3.912,70.74,Medium,0.135,Medio,0,14.07,0,5,3,0,1,1
132682,Arts,Junior,3.46,0.38,Debugging/Troubleshooting,Intermediate,2,0,5.2,4,Allowed_With_Citation,5,3.622,72.84,Low,0.162,Bajo,0,5.58,0,3,2,1,0,0
132683,STEM,Junior,1.418,5.32,Debugging/Troubleshooting,Advanced,4,1,6.3,2,Strict_Ban,1,2.027,80.39,High,0.609,Medio,0,11.62,1,3,3,0,2,1
132684,STEM,Graduate,2.319,30.14,Debugging/Troubleshooting,Advanced,4,0,6.48,7,Allowed_With_Citation,2,2.644,87.57,High,0.325,Alto,1,36.62,0,5,3,1,2,2
132685,Arts,Senior,3.025,0.48,Summarizing_Reading,Advanced,3,0,22.66,1,Strict_Ban,1,3.495,83.15,Low,0.47,Bajo,0,23.14,0,4,3,0,0,0
132686,Arts,Sophomore,3.086,3.52,Summarizing_Reading,Intermediate,2,0,14.19,4,Strict_Ban,4,3.459,73.57,Medium,0.373,Bajo,0,17.71,0,2,2,0,1,0
132687,STEM,Freshman,3.76,3.35,Debugging/Troubleshooting,Beginner,2,0,7.89,3,Actively_Encouraged,2,4.0,99.21,Low,0.24,Bajo,0,11.24,0,1,1,2,0,0
132688,Humanities,Sophomore,2.887,2.84,Ideation,Beginner,3,0,1.0,4,Allowed_With_Citation,2,2.813,68.22,Medium,-0.074,Bajo,0,3.84,0,2,1,1,1,0
132689,Humanities,Sophomore,2.463,10.72,Copywriting/Drafting,Beginner,2,1,9.84,4,Strict_Ban,8,2.503,62.53,High,0.04,Medio,0,20.56,0,2,1,0,2,1
132690,Arts,Graduate,3.324,8.95,Copywriting/Drafting,Advanced,5,0,7.14,2,Actively_Encouraged,5,3.522,85.37,Medium,0.198,Medio,0,16.09,0,5,3,2,1,1
132691,Humanities,Graduate,3.306,8.66,Copywriting/Drafting,Intermediate,5,0,6.44,3,Allowed_With_Citation,4,3.544,90.42,High,0.238,Medio,0,15.1,0,5,2,1,2,1
132692,Medical,Freshman,3.258,7.95,Ideation,Intermediate,4,1,12.9,2,Allowed_With_Citation,7,3.315,87.95,Medium,0.057,Medio,0,20.85,0,1,2,1,1,1
132693,Medical,Graduate,3.924,18.14,Summarizing_Reading,Beginner,3,1,12.49,5,Actively_Encouraged,3,4.0,72.88,Medium,0.076,Alto,0,30.63,0,5,1,2,1,2
132694,Arts,Sophomore,3.236,7.06,Copywriting/Drafting,Advanced,5,0,3.4,5,Strict_Ban,3,3.542,83.56,Medium,0.306,Medio,0,10.46,0,2,3,0,1,1
132695,Business,Senior,3.067,4.14,Debugging/Troubleshooting,Beginner,2,0,2.7,3,Allowed_With_Citation,5,3.076,73.05,Medium,0.009,Bajo,0,6.84,0,4,1,1,1,0
132696,Humanities,Freshman,1.864,7.58,Debugging/Troubleshooting,Intermediate,3,1,9.97,4,Strict_Ban,3,2.005,85.23,Low,0.141,Medio,0,17.55,1,1,2,0,0,1
132697,STEM,Sophomore,3.017,6.44,Debugging/Troubleshooting,Intermediate,5,1,14.98,5,Strict_Ban,7,3.309,63.53,Low,0.292,Medio,0,21.42,0,2,2,0,0,1
132698,Business,Junior,2.526,20.19,Direct_Answer_Generation,Advanced,3,1,11.27,6,Strict_Ban,8,2.419,74.88,Low,-0.107,Alto,0,31.46,1,3,3,0,0,2
132699,Humanities,Senior,2.813,6.65,Copywriting/Drafting,Beginner,2,1,12.33,2,Allowed_With_Citation,5,3.25,99.04,High,0.437,Medio,0,18.98,0,4,1,1,2,1
132700,Humanities,Sophomore,3.153,3.9,Copywriting/Drafting,Beginner,2,0,13.73,4,Strict_Ban,4,3.699,61.02,Medium,0.546,Bajo,0,17.63,0,2,1,0,1,0
132701,Business,Graduate,3.311,8.66,Ideation,Intermediate,4,1,14.04,5,Strict_Ban,5,3.548,80.44,High,0.237,Medio,0,22.7,0,5,2,0,2,1
132702,Humanities,Graduate,2.088,4.87,Copywriting/Drafting,Beginner,2,0,6.62,3,Strict_Ban,1,2.243,70.41,High,0.155,Bajo,0,11.49,1,5,1,0,2,0
132703,Arts,Freshman,3.614,6.24,Debugging/Troubleshooting,Advanced,4,0,14.92,5,Allowed_With_Citation,2,4.0,98.87,High,0.386,Medio,0,21.16,0,1,3,1,2,1
132704,Humanities,Senior,3.21,7.34,Copywriting/Drafting,Advanced,3,0,16.71,4,Strict_Ban,2,3.342,100.0,Low,0.132,Medio,0,24.05,0,4,3,0,0,1
132705,STEM,Freshman,3.213,1.57,Debugging/Troubleshooting,Advanced,3,1,4.39,2,Allowed_With_Citation,6,3.546,100.0,Low,0.333,Bajo,0,5.96,0,1,3,1,0,0
132706,Humanities,Sophomore,2.853,2.39,Copywriting/Drafting,Beginner,3,0,16.66,3,Allowed_With_Citation,4,2.968,55.51,Medium,0.115,Bajo,0,19.05,0,2,1,1,1,0
132707,Medical,Senior,3.189,13.66,Direct_Answer_Generation,Advanced,5,0,6.29,2,Actively_Encouraged,5,3.425,56.99,High,0.236,Medio,0,19.95,0,4,3,2,2,1
132708,Arts,Sophomore,2.899,7.48,Copywriting/Drafting,Intermediate,4,1,8.93,5,Actively_Encouraged,4,3.02,73.21,Medium,0.121,Medio,0,16.41,0,2,2,2,1,1
132709,STEM,Graduate,3.51,4.51,Debugging/Troubleshooting,Beginner,1,0,4.0,2,Actively_Encouraged,5,3.55,74.0,Medium,0.04,Bajo,0,8.51,0,5,1,2,1,0
132710,Humanities,Sophomore,3.203,2.01,Summarizing_Reading,Beginner,1,0,15.47,3,Allowed_With_Citation,1,3.487,61.72,Low,0.284,Bajo,0,17.48,0,2,1,1,0,0
132711,Medical,Sophomore,3.767,1.12,Direct_Answer_Generation,Beginner,3,0,10.35,2,Actively_Encouraged,3,4.0,70.09,Low,0.233,Bajo,0,11.47,0,2,1,2,0,0
132712,STEM,Graduate,2.945,26.73,Ideation,Beginner,3,1,5.34,6,Actively_Encouraged,6,3.357,67.96,High,0.412,Alto,0,32.07,0,5,1,2,2,2
132713,STEM,Junior,3.699,5.07,Copywriting/Drafting,Advanced,4,1,8.02,5,Strict_Ban,4,3.942,75.36,Medium,0.243,Medio,0,13.09,0,3,3,0,1,1
132714,STEM,Senior,3.587,10.91,Debugging/Troubleshooting,Advanced,3,1,16.1,4,Allowed_With_Citation,7,4.0,100.0,Medium,0.413,Medio,0,27.01,0,4,3,1,1,1
132715,Business,Junior,2.699,6.2,Summarizing_Reading,Advanced,4,0,9.64,2,Strict_Ban,1,2.812,65.12,Low,0.113,Medio,0,15.84,0,3,3,0,0,1
132716,Humanities,Freshman,3.502,11.6,Ideation,Advanced,4,0,6.13,4,Allowed_With_Citation,2,3.58,55.79,Low,0.078,Medio,0,17.73,0,1,3,1,0,1
132717,STEM,Junior,3.408,2.71,Ideation,Advanced,3,0,2.72,2,Actively_Encouraged,3,3.619,80.72,Low,0.211,Bajo,0,5.43,0,3,3,2,0,0
132718,Business,Freshman,3.796,8.93,Ideation,Beginner,2,1,8.9,1,Allowed_With_Citation,1,4.0,92.55,Low,0.204,Medio,0,17.83,0,1,1,1,0,1
132719,STEM,Senior,2.624,17.02,Ideation,Beginner,1,1,5.0,5,Allowed_With_Citation,3,2.992,62.63,High,0.368,Alto,0,22.02,0,4,1,1,2,2
132720,Business,Junior,3.507,5.44,Ideation,Intermediate,3,1,7.88,2,Actively_Encouraged,5,3.515,78.95,High,0.008,Medio,0,13.32,0,3,2,2,2,1
132721,Business,Freshman,3.706,1.06,Summarizing_Reading,Advanced,4,0,13.67,4,Actively_Encouraged,7,3.976,88.05,Low,0.27,Bajo,0,14.73,0,1,3,2,0,0
132722,Humanities,Senior,3.488,7.69,Copywriting/Drafting,Beginner,1,1,17.05,4,Strict_Ban,3,4.0,74.99,Medium,0.512,Medio,0,24.74,0,4,1,0,1,1
132723,STEM,Senior,2.308,14.34,Debugging/Troubleshooting,Advanced,4,1,3.66,4,Allowed_With_Citation,1,2.749,65.54,High,0.441,Medio,0,18.0,0,4,3,1,2,1
132724,Business,Senior,3.012,0.01,Ideation,Beginner,2,0,21.33,4,Actively_Encouraged,3,3.538,79.15,Low,0.526,Bajo,0,21.34,0,4,1,2,0,0
132725,Humanities,Sophomore,3.917,3.97,Copywriting/Drafting,Beginner,1,0,14.29,1,Allowed_With_Citation,5,4.0,41.73,Low,0.083,Bajo,0,18.26,0,2,1,1,0,0
132726,Humanities,Senior,3.05,6.38,Copywriting/Drafting,Beginner,2,0,12.34,2,Strict_Ban,3,3.294,79.47,High,0.244,Medio,0,18.72,0,4,1,0,2,1
132727,Business,Junior,2.733,4.87,Ideation,Advanced,4,1,15.48,2,Allowed_With_Citation,4,2.798,80.13,Medium,0.065,Bajo,0,20.35,0,3,3,1,1,0
132728,Business,Junior,3.18,39.18,Debugging/Troubleshooting,Advanced,5,0,20.01,9,Allowed_With_Citation,5,3.742,71.92,High,0.562,Alto,1,59.19,0,3,3,1,2,2
132729,STEM,Senior,3.153,4.64,Summarizing_Reading,Beginner,3,1,13.67,1,Allowed_With_Citation,1,3.268,79.5,Medium,0.115,Bajo,0,18.31,0,4,1,1,1,0
